Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Commercial_success,Popular_success,Critical_success
118,Knife Of Dreams,Robert Jordan,2005,1975,"Ramsay Kimble finds himself living in an alien world, the focus of a complex and dangerous political struggle, and only his ability to dream can help him triumph over his adversaries.",Fiction,Excellent,8,1,14,7.625,2,3.67,200,5.0,1980 grade A,0.0,0,31752,94938.48,2.99,860,5,3,5
119,Unaccustomed Earth,Jhumpa Lahiri,2008,2008,"These eight stories by beloved and bestselling author Jhumpa Lahiri take us from Cambridge and Seattle to India and Thailand, as they explore the secrets at the heart of family life. Here they enter the worlds of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers. Rich with the signature gifts that have established Jhumpa Lahiri as one of our most essential writers, Unaccustomed Earthexquisitely renders the most intricate workings of the heart and mind.
From the Trade Paperback edition.",Fiction,Excellent,7,1,12,5.285714285714286,11,4.11,1766,5.0,"This collection of short stories is beautiful, simple yet touching, and virtually flawless.",0.0,0,28296,112901.04,3.99,903,5,4,5
120,One Shot,Lee Child,2005,2014,"""So many snatches come back to him, little moments which are big moments in hindsight. At eight, a TV program - Hiroshima blast: men, women, children, their shadows caught and appliqued to walls. At twenty-five, the collapsing accordion of detonated buildings. And at thirty-two, sitting at a barbecue, Kerrie kneels beside him.""
Rex has always fostered a bleak view of humans. He suspects the world would be better off without our species. So when a virus, designed to make pests develop an insatiable appetite for their own kind, affects humans instead, it is as though Rex's wish has come horribly true. With his dog, Soldier, he wanders a devastated landscape armed with a gun and only one bullet. Days-long car chases ... shoot-outs ... cannibalism ... unyielding desert sun.
His situation deteriorating, he seeks solace in recalling life before, with his girlfriend. But as these flashbacks become increasingly real, and fuse with the murderous present, are they more than memories? Should he turn the gun on himself or has he, his relationship, and humanity got one more shot?
Suspenseful, shocking, and often brutal, One Shot is both a lyrical evocation of the unique Australian landscape and psyche, and a thoughtful contemplation of love, guilt, and ultimate responsibility.",Fiction,Excellent,2,10,10,10.0,14,4.38,15,5.0,"Started the book as its my first book from this author.a very nice,thought proking and beautifully written. I couldnt keep it down till the end.end was a hugggge surprized but I loved the book.",0.0,0,2889,8638.11,2.99,968,3,2,5
121,Winter Garden,Kristin Hannah,2010,2010,"Meredith and Nina Whitson are as different as sisters can be. One stayed at home to raise her children and manage the family business; the other followed a dream and traveled the world to become a famous photojournalist. But when their beloved father falls ill, these two estranged sisters will find themselves together again, standing alongside their disapproving mother, Anya, who even now offers no comfort to her daughters. On his deathbed, their father extracts a promise: Anya will tell her daughters a story; it is one she began years ago and never finished. This time she will tell it all the way to the end.
The tale their mother tells them is unlike anything they've heard before--a captivating, mysterious love story that spans more than sixty years and moves from frozen, war-torn Leningrad to modern-day Alaska. Nina's obsession to uncover the truth will send them all on an unexpected journey into their mother's past, where they will discover a secret so shocking, it shakes the foundation of their family and changes who they believe they are.
Mesmerizing from beginning to end, Winter Gardenis that rarest of novels--at once an epic love story and an intimate portrait of women poised at the crossroads of their lives. Evocative, lyrically written, and ultimately uplifting, it will haunt the listener long after the last word is spoken.",Fiction,Excellent,5,4,11,6.6,8,4.14,126,4.0,"I found this novel frustrating at first: I was incredulous that sisters Meredith and Nina had no comprehension of their mother's past. Even without revelations from their mother, a cursory glance at Russian history should have given them an inkling of the sufferings of their mother. As a former history teacher, I take it for granted that students should leave high school knowing about Stalin's vicious purges of the 1930s and the horrible deprivations of the siege of Leningrad during World War II (at least my students did). Never the less, I did enjoy this book, especially in audio format. The voice inflections, especially those of Anya's young children, were pitch-perfect. I always love a good story within the story and the fairy tale device was very affective in drawing the reader into the novel. Despite being a bit melodramatic at times, I found the story so poignant that it brought me to tears numerous times. History, should we decide to learn from it, provides great perspective. My trials and tribulations are merely split milk in comparison to the suffering of Anya and other Leningrad survivors.",1.0,0,4480,13395.2,2.99,1027,4,2,4
122,"So Long, And Thanks For All The Fish",Douglas Adams,1984,2008,"Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .
God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?
From the Paperback edition.",Fiction,Excellent,14,3,14,5.857142857142857,1,4.08,183,3.0,Sure its not as good as earlier books in the series but funny it is.,1.0,0,4509,53612.01,11.89,535,4,4,3
123,The Reckoning,John Grisham,2018,2011,"To the public, hes a hero: a brutal killer who targets sex offenders. To most of Londons police force, hes the suspect in a gruesome, time-consuming case to be avoided. But to Detective Constable Maeve Kerrigan, hes a murderer - no matter the sins of his victims - and catching him is her job. Assigned to the case with the divisions unreadable new DI, Josh Derwent, young and inexperienced Maeve is determined to prove she has what it takes to make it as a female in the tough world of the London police.
But for a killer who strikes with such spectacle, this one is proving remarkably elusive. And when Maeve learns his motive might be about exacting revenge, his acts of incredible violence move from abstract justice to the intensely personal, and become all the more terrifying. Unsure whom she can trust even within her own department and knowing that her life is at stake, Maeve will have to decide how far shes willing to go to ensure justice is served.
Jane Caseys taut, brilliantly executed thriller will have listeners on the edge of their seats from the opening chapter to the stunning conclusion.",Fiction,Excellent,22,1,14,4.909090909090909,10,3.96,34,4.0,I have read one other Jane Casey book (The Missing) and I thought this one was much much better. The story developed naturally from what was described in the blurb and expanded further than I imagined but it was very enjoyable. I think Maeve is a really good lead character and I felt that all the other characters were also well rounded - everyone was flawed but likeable.,0.0,0,34560,137894.4,3.99,826,5,5,4
124,The Book Of Lies,Brad Meltzer,2008,2011,"It's a rainy December in 1985, and life on the tiny island ofGuernsey has just become a lot more difficult for fifteen-year-old bookworm Cat Rozier. She's gone from model pupilto murderer, having just killed her best friend, the beautifuland popular Nicolette. But given Nic's unforgivable betrayal oftheir friendship, can we blame her?
Twenty years earlier, Cat's uncle, Charlie Rozier, also needsto make a confession. He believes that he was betrayed by hisbest friend during the Nazi occupation of the island, and nowhe wants the truth to come out. Through audio recordingsCharlie left behind before his death and letters written by Cat'sfather, mile, we piece together Charlie's clandestine wartimeadventures and the lies buried deep in the island and withinone family.
On a small island, you'd think there could be no secrets,but they are everywhere -- and they are inescapable. Captivating,moving and full of dark humour, The Book of Liestakes uson a lively journey with two unreliable narrators whose uniquevoices we will not easily forget.",Fiction,Excellent,5,2,16,7.4,10,3.05,15,0.0,"This review was deleted following Amazon's purchase of GoodReads. 
 The review can still be viewed via LibraryThing, where my profile can be found here. 
 I'm also in the process of building a database at Booklikes, where I can be found here. 
 If you read/liked/clicked through to see this review here on GR, many thanks.",0.0,0,2862,8557.380000000001,2.99,1019,3,2,3
125,Intensity,Dean Koontz,1996,2000,"Past midnight, Chyna Shepard, twenty-six, gazes out a moonlit window, unable to sleep on her first night in the Napa Valley home of her best friend's family. Instinct proves reliable. A murderous sociopath, Edgler Foreman Vess, has entered the house, intent on killing everyone inside. A self-proclaimed ""homicidal adventurer,"" Vess lives only to satisfy all appetites as they arise, to immerse himself in sensation, to live without fear, remorse or limits, to live with ""intensity."" Chyna is trapped in his deadly orbit.
Chyna is a survivor, toughened by a lifelong struggle for safety and self-respect. Now she will be tested as never before. At first her sole aim is to get out alive--until, by chance, she learns the identity of Vess's next intended victim, a faraway innocent only she can save. Driven by a newly discovered thirst for meaning beyond mere self-preservation, Chyna musters every inner resource she has to save an endangered girl...as moment by moment, the terrifying threat of Edgler Foreman Vess intensifies.",Fiction,Excellent,12,1,14,5.833333333333333,2,4.04,58766,0.0,"When Chyna's friend Laura is abducted, Chyna's instinct is to follow her attacker. Not knowing Laura is already dead, Chyna risks her life to save her friend. When Chyna herself becomes trapped, her first instinct is to get out alive, until she learns the identity of the killer's next victim.[return][return]I've successfully avoided Koontz books before, and I dont think I will be rushing out to buy the next one.[return][return]I wasnt in the right mindset for this one, obviously, as I rapidly got bored with it, and found little to reengage me with it.[return][return]The main female character - who has a history of abusive ""uncles"" - is left alone in a house after the other residents are killed, including her best friend. After hitching a lift on the mobile home the killer is driving, she manages to escape the vehicle, without being seen, and takes refuge in the convenience store, also without being seen. She then *follows him back* into the mobile home, having taken the cashier's gun, without noticing that the gunman has pulled down the cashier's trousers and emptied the gun into his backside. She only finds this out when she tries to fire at him, and naturally all the bullets have been used up. Oh for crying out loud!",0.0,0,106,104.94,0.99,1238,1,3,3
126,North And South,John Jakes,1982,1994,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.
In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature.",Fiction,Excellent,33,1,14,5.545454545454546,8,4.13,98068,5.0,"I'm still trying to decide which ending I like better - the one from the book or the one from the movie. But, I love this story!",0.0,0,58968,235282.32,3.99,653,5,4,5
127,The Book Of Lies,Brad Meltzer,2008,2011,"It's a rainy December in 1985, and life on the tiny island ofGuernsey has just become a lot more difficult for fifteen-year-old bookworm Cat Rozier. She's gone from model pupilto murderer, having just killed her best friend, the beautifuland popular Nicolette. But given Nic's unforgivable betrayal oftheir friendship, can we blame her?
Twenty years earlier, Cat's uncle, Charlie Rozier, also needsto make a confession. He believes that he was betrayed by hisbest friend during the Nazi occupation of the island, and nowhe wants the truth to come out. Through audio recordingsCharlie left behind before his death and letters written by Cat'sfather, mile, we piece together Charlie's clandestine wartimeadventures and the lies buried deep in the island and withinone family.
On a small island, you'd think there could be no secrets,but they are everywhere -- and they are inescapable. Captivating,moving and full of dark humour, The Book of Liestakes uson a lively journey with two unreliable narrators whose uniquevoices we will not easily forget.",Fiction,Excellent,5,2,16,7.4,10,3.05,15,0.0,"This review was deleted following Amazon's purchase of GoodReads. 
 The review can still be viewed via LibraryThing, where my profile can be found here. 
 I'm also in the process of building a database at Booklikes, where I can be found here. 
 If you read/liked/clicked through to see this review here on GR, many thanks.",0.0,0,2862,8557.380000000001,2.99,1019,3,3,3
128,Mystic River,Dennis Lehane,2001,2001,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever.
Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood.
A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.",Fiction,Excellent,9,6,13,9.22222222222222,1,4.18,89560,5.0,"Wow this book was amazing, I don't normally like the murder mystery genre at all. The twists and turns in this though were expertly crafted and I really enjoyed reading it. 
 I plan on watching the movie sometime next week because it looks like a lot of the people here who did both enjoyed the experience.",0.0,0,43848,394193.52,8.99,739,5,2,5
129,The Alienist,Caleb Carr,1994,2012,"A new breed of evil in Old New York
New York, 1886: Lower Manhattan's underworld is ruled by a new generation of cold-blooded criminals...Police Commissioner Theodore Roosevelt battles widespread corruption within the department's ranks...and a shockingly brutal murder sets off an investigation that could change crime-fighting forever.
In the middle of a wintry March night, New York Timesreporter John Moore is summoned to the East River by his friend Dr. Laszlo Kreizler, a brilliant pioneer in the new and much-maligned discipline of psychology, the emerging study of society's ""alienated"" mentally ill. There they view the horribly mutilated body of a young boy, a prostitute from one of Manhattan's infamous brothels. Supervised by Commissioner Roosevelt, the newsman and his ""alienist"" mentor embark on a revolutionary attempt to identify the killer by assembling his psychological profile -- a dangerous quest that takes them into the tortured past and twisted mind of a murderer who has killed before...and will kill again before the hunt is over.
As rich in vivid period ambience as Ragtimeand Time and Again, and as relentlessly suspenseful as Red Dragonor The Silence of the Lambs, The Alienistwill take you to a New York that no longer exists -- to confront an evil of timeless savagery.",Fiction,Excellent,24,4,14,7.958333333333333,5,4.05,4,5.0,"Interesting characters, suspense, great writing, interesting setting and historic period, and unique story. Great period mystery. There is a chance this should have been 4 stars but I've read such poor writing lately that this book seems amazing. 
 So glad I listened to this chilling book about a tortured boy who becomes a horrible man, and alienest who wants to understand",0.0,0,4752,33216.48,6.99,498,4,4,5
130,The Secret Keeper,Kate Morton,2012,2012,"During a summer party at the family farm in the English countryside, sixteen-year-old Laurel Nicolson has escaped to her childhood tree house and is happily dreaming of the future. She spies a stranger coming up the long road to the farm and watches as her mother speaks to him. Before the afternoon is over, Laurel will witness a shocking crime. A crime that challenges everything she knows about her family and especially her mother, Dorothy--her vivacious, loving, nearly perfect mother.
Now, fifty years later, Laurel is a successful and well-regarded actress living in London. The family is gathering at Greenacres farm for Dorothy's ninetieth birthday. Realizing that this may be her last chance, Laurel searches for answers to the questions that still haunt her from that long-ago day, answers that can only be found in Dorothy's past.
Dorothy's story takes the reader from pre-WWII England through the blitz, to the '60s and beyond. It is the secret history of three strangers from vastly different worlds--Dorothy, Vivien, and Jimmy--who meet by chance in wartime London and whose lives are forever entwined. The Secret Keeper explores longings and dreams and the unexpected consequences they sometimes bring. It is an unforgettable story of lovers and friends, deception and passion that is told--in Morton's signature style--against a backdrop of events that changed the world.",Fiction,Excellent,4,8,16,13.5,7,4.13,91940,5.0,"I LOVED this book. I don't even want to start my next book because I don't want to lose these characters in my life. I just want to sit and let it simmer for a few weeks. The character development was so amazing. If I can love someone and hate them at the same time - that is good! 
 It switches back and forth between WWII and present day. But it doesn't go chronologically. The writer was back and forth all over the place only giving you a tiny piece at a time. I got a little confused at times, thinking I missed something. But in the end I had it all worked out in my mind. It was a trip! 
 I highly recommend this book. Audible version was GREAT. She did the voices so well.",0.0,0,4509,8972.91,1.99,532,4,1,5
131,Finders Keepers,Stephen King,2015,2015,"Fans of If You Give a Mouse a Cookie will love this new preschool gem from beloved storyteller Keiko Kasza
A hat is not just a hat in these woods!
From tree branch to stream to flower patch--wherever the hat lands, someone knows exactly what to do with it and exclaims, ""Finders, keepers!""
But this red hat doesn't stay in one place for long, and everyone will be surprised by what happens to it in the end.
Youngsters will be delighted by the silly scenes and clever twists and turns in this charming circular story.",Fiction,Excellent,10,1,15,7.8,5,3.57,260,4.0,Very fun circle story!,0.0,0,4280,4237.2,0.99,1131,4,3,4
132,North And South,John Jakes,1982,2006,"Happiness can come in the most unexpected forms...
Margaret's safe existence is turned upside down when she has to move to the grim northern town of Milton. Not only does she have her eyes opened by the poverty and hardship she encounters there, but she is thrown into confusion by stern factory owner John Thornton--whose treatment of his workers brings them into fierce opposition.
As men and women, workers and masters come into violent conflict, it seems opposites can never meet. But do John and Margaret's power struggles hide deeper feelings? And, when it seems Margaret has lost everything, can she find the one thing she never expected?",Fiction,Excellent,33,1,14,5.545454545454546,8,4.13,186,4.0,"I really enjoyed North and South. However I'm pretty sure it's the first book I've ever read where I think the movie (or in this case series) is better than the book. The BBC series is amazing. Plus, it has Richard Armitage in it. You can't go wrong with Richard Armitage.",0.0,0,58968,235282.32,3.99,653,5,4,4
133,"So Long, An Thanks For All The Fish",Douglas Adams,1985,2008,"Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .
God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?
From the Paperback edition.",Fiction,Excellent,1,15,15,15.0,10,4.08,183,3.0,Sure its not as good as earlier books in the series but funny it is.,1.0,0,4509,53612.01,11.89,535,4,1,3
134,Guilty Pleasures,Lawrence Sanders,1998,2010,"GUILTY PLEASURES DESCRIPTION:
Vivian Delaney leads a life of privilege, but behind closed doors she feels isolated and trapped in a gilded cage. Unable to achieve sexual pleasure with her husband, she finds herself in the capable hands of Anton, a massage therapist intent on awakening her to her full sexual potential. By any means necessary.
Publisher's Note: This work has erotic content and is intended for a mature, adult audience.",Fiction,Excellent,5,10,16,12.4,2,3.78,3328,4.0,A very welcomed unexpected plot compared to the book synopsis.,1.0,0,3996,11948.04,2.99,622,3,1,4
135,Unaccustomed Earth,Jhumpa Lahiri,2008,2008,"Eight stories--longer and more emotionally complex than any Lahiri has yet written--that take us from Cambridge and Seattle to India and Thailand as they enter the lives of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers.
From the internationally best-selling, Pulitzer Prize-winning author, a superbly crafted new work of fiction: eight stories--longer and more emotionally complex than any she has yet written--that take us from Cambridge and Seattle to India and Thailand as they enter the lives of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers.
In the stunning title story, Ruma, a young mother in a new city, is visited by her father, who carefully tends the earth of her garden, where he and his grandson form a special bond. But he's harboring a secret from his daughter, a love affair he's keeping all to himself. In ""A Choice of Accommodations,"" a husband's attempt to turn an old friend's wedding into a romantic getaway weekend with his wife takes a dark, revealing turn as the party lasts deep into the night. In ""Only Goodness,"" a sister eager to give her younger brother the perfect childhood she never had is overwhelmed by guilt, anguish, and anger when his alcoholism threatens her family. And in ""Hema and Kaushik,"" a trio of linked stories--a luminous, intensely compelling elegy of life, death, love, and fate--we follow the lives of a girl and boy who, one winter, share a house in Massachusetts. They travel from innocence to experience on separate, sometimes painful paths, until destiny brings them together again years later in Rome.
Unaccustomed Earth is rich with Jhumpa Lahiri's signature gifts: exquisite prose, emotional wisdom, and subtle renderings of the most intricate workings of the heart and mind. It is a masterful, dazzling work of a writer at the peak of her powers.",Fiction,Excellent,7,1,12,5.285714285714286,11,4.11,60903,4.0,"Liked much more than I expected. I struggled to get through some of her other work, but couldn't put these stories down.",0.0,0,28296,112901.04,3.99,903,5,4,4
136,North And South,John Jakes,1982,1994,"When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the north of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of the local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man, John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction.
In North and South, Elizabeth Gaskell skillfully fuses individual feeling with social concern, and in Margaret Hale creates one of the most original heroines of Victorian literature.",Fiction,Excellent,33,1,14,5.545454545454546,8,4.13,98068,4.0,Great book. I would read this again.,0.0,0,58968,235282.32,3.99,653,5,4,4
137,Presumed Innocent,Scott Turow,1987,2010,"Rusty Sabich is chief deputy prosecuting attorney in a large mid-western city. His boss is in the midst of a bitter campaign for re-election. A fellow prosecuting attorney, Carolyn Polhemus, has been brutally murdered. Rusty is handling the investigation-- and he needs results.
Before election day.
Before his illicit affair with Carolyn is uncovered.
Election day brings a new prosecuting attorney into office. A political enemy who wants Rusty out. A man whose own secret investigation has revealed Rusty's relationship with Carolyn. A man who takes Rusty off the case-- and charges him with murder. Rusty now faces a long battle in court. Each side will twist the evidence to win its case, and try any procedural ploy, any courtroom trick that might ensure victory. Rusty's ordeal will uncover corruption, deceit, depravity and incompetence-- and keep you spellbound. Who did kill Carolyn Polhemus?",Fiction,Excellent,41,1,15,3.840909090909091,8,4.1,92752,4.0,Totally awesome book with a shocking ending.,0.0,0,4995,14935.05,2.99,479,4,5,4
138,The Shell Seekers,Rosamunde Pilcher,1988,2004,"The Shell Seekersis a novel of connection: of one family, and of the passions and heartbreak that have held them together for three generations. The Shell Seekersis filled with real people--mothers and daughters, husband and lovers--inspired with real values. The Shell Seekerscenters on Penelope Keeling--a woman you'll always remember in world you'll never forget. The Shell Seekersis a magical novel, the kind of reading experience that comes along only once in a long while.
At the end of a long and useful life, Penelope Keeling's prized possession is The Shell Seekers, painted by her father, and symbolizing her unconventional life, from bohemian childhood to wartime romance. When her grown children learn their grandfather's work is now worth a fortune, each has an idea as to what Penelope should do. But as she recalls the passions, tragedies, and secrets of her life, she knows there is only one answer...and it lies in her heart.",Fiction,Excellent,47,6,15,10.340425531914894,11,4.13,74849,3.0,What a dick her son was.,0.0,0,35424,176765.76,4.99,811,5,3,2
139,Hot Six,Janet Evanovich,2000,2011,,Fiction,Excellent,9,1,15,9.555555555555555,7,4.18,4,3.0,"In which Bob the dog joins the gang, which didn't do much for me. Also in which Grandma Mazer comes to live with Stephanie and it working on getting her own driver's license, which is rather entertaining.",0.0,0,48600,193914.0,3.99,705,5,2,3
140,"Full Dark, No Stars",Stephen King,2010,2011,"Amazon Best Books of the Month, November 2010: When a master of horror and heebie-jeebies like Stephen King calls his book Full Dark, No Stars, you know you're in for a treat--that is, if your idea of a good time is spent curled up in a ball wondering why-oh-why you started reading after dark. King fans (and those who have always wanted to give him a shot) will devour this collection of campfire tales where marriages sway under the weight of pitch-black secrets, greed and guilt poison and fester, and the only thing you can count on is that ""there are always worse things waiting."" Full Dark, No Starsfeatures four one-sitting yarns showcasing King at his gritty, gruesome, giddy best, so be sure to check under the bed before getting started. --Daphne Durham",Fiction,Excellent,8,2,12,5.5,13,4.03,844,4.0,"This is a collection of short stories, but every story felt like reading a whole book! (compared to some other authors, at least two of them would have the length for a whole book - but compared to King's normally phone book sized tombs they are just 'short stories') Anyway, at least the stories ""1922"", ""Big Driver"" and ""A good marriage"" were so intense and had so much detail, it felt like a complete book to me. 
 In the afterword King writes 'maybe it was at some points painful to read', and yes that is exactly how I felt. And also feeling very ambivalent. Reading about Wilfreds deed, feeling sorry for Arlette, and later still be on Wilfreds side hoping that no one finds out. Or being happy for Streeter about his 'fair extension', but then being also very unhappy about all the things befalling Tom (and questioning if all this was worth it - it apparently was it for Streeter). 
 I haven't read any King book for 6 years, although I have them all (and most of them still waiting to be read). And I'm very happy to see that he is still the master of suspense. Still, and probably always.",0.0,0,107,640.9300000000001,5.99,1236,1,3,4
141,The Gathering Storm,Robert Jordan and Brandon Sanderson,2009,2010,"As Nazi forces tighten the noose, American-born Loralei Kepler, daughter of a missionary family, flees Brussels ahead of the Blitzkrieg. But is anywhere safe from Adolf Hitler's evil grasp? Loralei's harrowing flight leads her into the arms of needy child refugees, who have sacrificed everything in exchange for their lives, and toward a mysterious figure, who closely guards an age-old secret.Explore the romance, the passion, and the danger of the most anticipated series of the last 20 years. Born from highly acclaimed and best-loved novels--The Zion Covenant series and The Zion Chronicles series--Zion Diaries ventures into the lives of the inspiring and intriguing characters who loved intensely, stood up for what was right, and fought boldly during Hitler's rise to power and the dark days of World War II.",Fiction,Excellent,8,1,15,9.375,5,4.08,5,5.0,"I sit here speechless when it comes to expressing why I love this book so much. I read it a few years ago. Then I bought the audio version read by the author Bodie Thoene. 
 A strong love story set during one of history's worst periods. The main character Lorelei is a strong young lady when the book first begins. Although she loves someone else she marries a friend to save his life. 
 Lorelei and her family are uprooted from their Belgium home and make a journey through a war zone to reach safety. Lorelei learns what it is to love and sacrifice. 
 I listened to this audio book as I drove across a huge part of Canada 2 years ago. It's time for another road trip!!!",0.0,0,5076,20253.24,3.99,473,4,1,5
142,The Year Of The Flood,Margaret Atwood,2009,2010,"Adam One, the kindly leader of the God's Gardeners - a religion devoted to the melding of science and religion, the preservation of all species and the tending of the Earth - has long predicted the Waterless Flood. Now it has occurred, obliterating most human life.",Fiction,Excellent,2,8,15,11.5,11,4.05,3,5.0,"The Year of the Flood is a wonderful piece of speculative fiction, that could be read as a standalone piece, but will offer more to those who read Oryx and Crake. Atwood builds on the world created in the previous book, but totally shifts perspective from a world laced with tech and science to one of religion, ritual and nature. 
 Atwood creates a very engaging story of the lives of two women, Ren and Toby and how their experiences with ""God's Gardeners"" impact their futures. The gardeners' religion is wonderfully crafted, with a well-established doctrine that provides the women with skills and experiences that become more and more useful as the plot advances. I loved all the ways in which Atwood integrates the lost knowledge of our environment, from the free food we could forage to the dangerous poisons growing should we need them. In an age where food is so taken for granted it is always interesting to ponder what would happen if our supplies dried up, and how little we know of the world around us. 
 The story is woven wonderfully around the plot of Oryx and Crake, and although the plot does not advance and further in time-scale it is still immensely engaging to view the whole story from a completely different viewpoint. I really enjoyed this book, and can't wait to pick up part 3!",0.0,0,4480,35795.200000000004,7.99,1024,4,1,5
143,2Nd Chance,James Patterson with Andrew Gross,2002,2005,"A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable.
A Main Selection of The Literary Guild(r), of Book-of-the-Month Club(r), of Doubleday Book Club(r), and of The Mystery Guild(r)",Fiction,Excellent,8,1,14,5.0,12,4.01,4,4.0,Awesome I love this,0.0,0,2862,35173.98,12.29,993,3,3,4
144,Night Road,Kristin Hannah,2011,2011,"For a mother, life comes down to a series of choices.
To hold on...
To let go..
To forget...
To forgive...
Which road will you take? 
For eighteen years, Jude Farraday has put her children's needs above her own, and it shows--her twins, Mia and Zach, are bright and happy teenagers. When Lexi Baill moves into their small, close knit community, no one is more welcoming than Jude. Lexi, a former foster child with a dark past, quickly becomes Mia's best friend. Then Zach falls in love with Lexi and the three become inseparable.
Jude does everything to keep her kids safe and on track for college. It has always been easy--until senior year of high school. Suddenly she is at a loss. Nothing feels safe anymore; every time her kids leave the house, she worries about them.
On a hot summer's night her worst fears come true. One decision will change the course of their lives. In the blink of an eye, the Farraday family will be torn apart and Lexi will lose everything. In the years that follow, each must face the consequences of that single night and find a way to forget...or the courage to forgive.
NIGHT ROAD is vivid, emotionally complex novel that raises profound questions about motherhood, identity, love, and forgiveness. It is a luminous, heartbreaking novel that captures both the exquisite pain of loss and the stunning power of hope. This is Kristin Hannah at her very best, telling an unforgettable story about the longing for family, the resilience of the human heart, and the courage it takes to forgive the people we love.",Fiction,Excellent,2,5,11,8.0,3,4.17,59265,3.0,"My library has a thing called ""grab and go,"" which includes new books and movies that one can only rent for a short period of time. My mom and I are constantly recommending books to each other or picking out books for each other, and she picked this out on our last library trip. Interesting story, but I think the mother, Jude, is a bit irrational and hard to take. My grandma actually really enjoys this author (what can I say, I've got a family full of bookworms!) and has read several of her older novels. Maybe I'll try another, but probably not right away. Would I recommend Night Road? Not as enthusiastically as most of the novels I read.",0.0,0,106,104.94,0.99,1272,1,2,3
