Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Commercial_success,Popular_success,Critical_success
858,The Boston Girl,Anita Diamant,2014,2014,"From the New York Times bestselling author of The Red Tent and Day After Night, comes an unforgettable coming-of-age novel about family ties and values, friendship and feminism told through the eyes of a young Jewish woman growing up in Boston in the early twentieth century.
Addie Baum is The Boston Girl, born in 1900 to immigrant parents who were unprepared for and suspicious of America and its effect on their three daughters. Growing up in the North End, then a teeming multicultural neighborhood, Addie's intelligence and curiosity take her to a world her parents can't imagine - a world of short skirts, movies, celebrity culture and new opportunities for women. Addie wants to finish high school and dreams of going to college. She wants a career and to find true love.
Eighty-five-year-old Addie tells the story of her life to her twenty-two-year-old granddaughter, who has asked her ""How did you get to be the woman you are today?"" She begins in 1915, the year she found her voice and made friends who would help shape the course of her life. From the one-room tenement apartment she shared with her parents and two sisters, to the library group for girls she joins at a neighborhood settlement house, to her first, disastrous love affair, Addie recalls her adventures with compassion for the naive girl she was and a wicked sense of humor.
Written with the same attention to historical detail and emotional resonance that made Anita Diamant's previous novels bestsellers, The Boston Girl is a moving portrait of one woman's complicated life in twentieth-century America, and a fascinating look at a generation of women finding their places in a changing world.",Fiction,Intermediate,12,6,15,11.583333333333334,7,3.79,53055,4.0,"I really enjoyed this book, much more than I thought. It was a nice coming of age novel.",0.0,0,4280,21357.2,4.99,1120,4,2,4
859,One More Day,Mitch Albom,2008,2016,"Don't look away
No one wants to be the mother whose child disappears. It's unthinkable, the stuff of nightmares. But when she turns her back to pay a parking meter, Carrie Morgan becomes that mother. Ben is gone, and more than a year later, it's clear that he is never coming back.
Until he does...for just twenty-four hours, before once again vanishing from his crib without a trace. Rumors start to circulate through Carrie's small town. Whispers that she's seeing things. That her alibi doesn't quite add up.
Her husband and friends start to think she's crazy. The police start to think she's guilty. As the investigation heats up, Carrie must decide what to share, and why. Because the crime is about to be solved... and her secret revealed.",Fiction,Intermediate,1,6,6,6.0,8,3.32,809,4.0,"Carrie turns her back for a moment to fish for a quarter in her purse to feed the parking meter. In that instant, her life is shattered and will never be the same. Her precious son, is snatched from the back seat of her car. Therein follows a year of mourning, as she knows in her heart that he is already dead. Therefore, she is astonished and overjoyed to see him back in his crib - for one day. The next day he is gone - forever. 
 I struggled with this novel, alternating between enjoying it and then getting frustrated with it - not because it was a bad novel, far from it. It is a cleverly written, well crafted novel, secrets abound within it and it is a novel that actually spoke to me on many levels. I don't think I will forget it in a hurry. 
 Very well done. Thank you Netgalley for allowing me the opportunity to advance-read the novel.",0.0,0,373,1488.27,3.99,276,1,3,4
860,Gone,Jonathan Kellerman,2006,2007,"No more pity love for Connor, from aunts and neighbors, from missing mothers and fathers. From drunks. No, this time the real thing is his. He just has to take it. Kathleen Jeffrie Johnson, known for ""riveting"" fiction (Kirkus Reviews, starred review of Target), digs deep into the heart of a forbidden relationship. Sometimes, she tells us, loneliness can send a boy down a dangerous path. Sometimes, it can take a while to find the way back.",Fiction,Intermediate,6,1,16,7.25,14,2.64,88,2.0,"** spoiler alert ** 
 Meh. I borrowed Gone from the library due to it's intriuging cover and the fact that a friend had specifically not recommended it to me, saying I'd hate it. I decided to read it anyways, going in with a positive attitude and hoping to prove her wrong. Unfortunately, she knew me too well. 
 As I've mentioned several times in previous reviews, I love original and refreshing plots and characters. Gone lacked both of these. Knowing that the novel was about a student-teacher romance I expected high-stakes and angst but instead it was causal, bland, and boring. I ended up finding Connor's neighbours' and friends' lives more interesting than Connor's. His mother's alcoholism was random and didn't really affect the plot other than to isolate Connor from his family, which I guess may have led Connor to seek companionship in Corrina? One of the most poorly written aspects was the romance between Corinna and Connor. I didn't understand the initial attraction or the sexual tension. I thought it was really juvenile and unrealistic that they'd fall in love with each other in only a week and become so intimate so quickly. This was definitely not an accurate representation of how relationships, let alone studen-teacher relationships evolve. 
 I think Kathleen Jeffrie Johnson tried to tackle too many issues in such a short novel and it ended up as a jumble in the end. Alcoholism, death, teenage romance, sexuality, student-teacher relationships, drug abuse, loneliness, abuse, etc. are all very controversial and tough issuse to conquer individually let alone all in th same novel. I wish that Connor's thought process had been more clearly explained, for example if he had compared his relationship to Zach and Risa's and seen the differences for him and Corrina the reader might have understood why he wanted to move with her so badly. In novels like this it's so hard to write an ending that applies to each of these topics so in the end Kathleen focused on isolation (hence the title ""Gone"") which may have worked as a final chapter if there weren't so many other pressing issues and logistics left unfinished. 
 Despite not liking the overall novel there were a few points I did enjoy. I thought it was very creative to have the student-teacher romance not take place during the school year or on school property but rather in the summer, where the chances of being caught and the repurcussions were a bit different. I liked how Corinna was an average formally-troubled woman who happened to fall in love with a student as opposed to a sensual provocative woman lurring every male at school. The fact that she was as isolated and naive as Connor made her seem more like a fellow student than someone almost 10 years older than him.",0.0,0,670,3678.3,5.49,166,2,3,2
861,World Without End,Ken Follett,2007,2002,"The ultimate spy has stolen the ultimate weapon....WORLD WITHOUT END
His code name is Angel Eyes. His ability to steal advanced prototype weapons is legendary in the shadowy world of covert ops. Yet the weapons are never sold on any black market. They're never used. They simply vanish.
Veteran CIA operative Steve Conway knows the next target -- a combat uniform that renders a soldier virtually invisible -- and knows it would make Angel Eyes unstoppable. But when a trap is set, things go terribly wrong. Now, to retrieve the most valuable weapon ever invented, Conway must go one-on-one with the most dangerous man in the world. As he closes in on the true identity of Angel Eyes, Conway begins to see that there are sinister forces at work. Forces that may come from within the CIA itself.
Forces that want Conway dead...",Fiction,Intermediate,26,1,16,7.115384615384615,4,3.58,87,5.0,This book is perfectly spaced out. There are alot of twists. I really enjoyed this book.,0.0,0,915,905.85,0.99,117,2,4,5
862,The Partners,Louis Auchincloss,1974,2005,"They watched Danilo Silva for days before they finally grabbed him. He was living alone, a quiet life on a shady street in Brazil; a simple life in a modest home, certainly not one of luxury. Certainly no evidence of the fortune they thought he had stolen. He was much thinner and his face had been altered. He spoke a different language, and spoke it very well.
But Danilo had a past with many chapters. Four years earlier he had been Patrick Lanigan, a young partner in a prominent Biloxi law firm. He had a pretty wife, a new daughter, and a bright future. Then one cold winter night Patrick was trapped in a burning car and died a horrible death. When he was buried his casket held nothing more than his ashes.
From a short distance away, Patrick watched his own burial. Then he fled. Six weeks later, a fortune was stolen from his ex-law firm's offshore account. And Patrick fled some more.
But they found him.",Fiction,Intermediate,15,5,9,6.4,8,3.89,88030,5.0,"I loved the book, but the ending was very unexpected and a little sad.",0.0,0,5049,20145.51,3.99,476,4,4,5
863,White Teeth,Zadie Smith,2000,2001,"On New Year's morning, 1975, Archie Jones sits in his car on a London road and waits for the exhaust fumes to fill his Cavalier Musketeer station wagon. Archie--working-class, ordinary, a failed marriage under his belt--is calling it quits, the deciding factor being the flip of a 20-pence coin. When the owner of a nearby halal butcher shop (annoyed that Archie's car is blocking his delivery area) comes out and bangs on the window, he gives Archie another chance at life and sets in motion this richly imagined, uproariously funny novel.
Epic and intimate, hilarious and poignant, White Teethis the story of two North London families--one headed by Archie, the other by Archie's best friend, a Muslim Bengali named Samad Iqbal. Pals since they served together in World War II, Archie and Samad are a decidedly unlikely pair. Plodding Archie is typical in every way until he marries Clara, a beautiful, toothless Jamaican woman half his age, and the couple have a daughter named Irie (the Jamaican word for ""no problem""). Samad --devoutly Muslim, hopelessly ""foreign""-- weds the feisty and always suspicious Alsana in a prearranged union. They have twin sons named Millat and Magid, one a pot-smoking punk-cum-militant Muslim and the other an insufferable science nerd. The riotous and tortured histories of the Joneses and the Iqbals are fundamentally intertwined, capturing an empire's worth of cultural identity, history, and hope.
Zadie Smith's dazzling first novel plays out its bounding, vibrant course in a Jamaican hair salon in North London, an Indian restaurant in Leicester Square, an Irish poolroom turned immigrant cafe, a liberal public school, a sleek science institute. A winning debut in every respect, White Teethmarks the arrival of a wondrously talented writer who takes on the big themes --faith, race, gender, history, and culture-- and triumphs.",Fiction,Intermediate,3,14,16,15.0,5,3.75,84311,5.0,"On of my favorite books of all time. Zadie Smith is a wordsmith, plotter and fantastic storyteller. This book is a keeper and I don't usually keep print books around. I intent to read this again.",0.0,0,4563,4517.37,0.99,524,4,1,4
864,The Rosie Effect,Graeme Simsion,2015,2014,"The highly anticipated sequel to the New York Timesbestselling novel The Rosie Project, starring the same extraordinary couple now living in New York and unexpectedly expecting their first child. Get ready to fall in love all over again.
Don Tillman and Rosie Jarman are back. The Wife Project is complete, and Don and Rosie are happily married and living in New York. But they're about to face a new challenge because--surprise!--Rosie is pregnant.
Don sets about learning the protocols of becoming a father, but his unusual research style gets him into trouble with the law. Fortunately his best friend Gene is on hand to offer advice: he's left Claudia and moved in with Don and Rosie.
As Don tries to schedule time for pregnancy research, getting Gene and Claudia to reconcile, servicing the industrial refrigeration unit that occupies half his apartment, helping Dave the Baseball Fan save his business, and staying on the right side of Lydia the social worker, he almost misses the biggest problem of all: he might lose Rosie when she needs him the most.
Graeme Simsion first introduced these unforgettable characters in The Rosie Project, which NPR called ""sparkling entertainment along the lines of Where'd You Go Bernadetteand When Harry Met Sally."" The San Francisco Chronicle said, ""sometimes you just need a smart love story that will make anyone, man or woman, laugh out loud."" If you were swept away by the audiobook that's captivated listeners worldwide, you will love The Rosie Effect.",Fiction,Intermediate,1,16,16,16.0,12,3.56,95,3.0,3.5 stars,1.0,0,4360,48134.4,11.04,1068,4,1,3
865,Masquerade,Janet Dailey,1990,2010,,Fiction,Intermediate,10,4,14,8.018867924528301,6,3.62,888,3.0,"Set during the Gilded Age in England and America this book has a flavor of the era and a taste of two completely different worlds. 
 I enjoyed the historical significance of this book. I got to see the vast riches of one side of New York City and the deprivation of the poor immigrants yearning for a new life in America on the other. 
 The story line is fairly unique where a mistress and her servant swap places, both yearning for adventure, both yearning for love, but can they find it in the deceptive web they continue to spin? 
 While I did enjoy the story and though it a pretty good story, I just wasn't able to really delve into the story. It was slow moving and didn't have a lot of ""edge"" to it. I thought there could have been stronger tension and better character development so I could truly enter their ""world"". 
 I wouldn't totally write off this novel. I did find it a nice read, but it hasn't been the best I have read this year. It just failed to entertain me to the fullest. 
 This review is my honest opinion. Thanks to the publishers through CFBA for my copy to review.",1.0,0,108,106.92,0.99,1196,2,3,3
866,Timeline,Michael Crichton,1999,2006,"Nel deserto dell'Arizona un uomo vaga senza meta, pronunciando parole prive di senso. Dopo ventiquattr'ore e morto e il suo corpo viene cremato dalle uniche persone che sembrano conoscerlo. All'altro capo del mondo una squadra di archeologi e al lavoro sulle rovine di un villaggio medievale della Dordogna, dove scopre una stanza rimasta sigillata per oltre seicento anni. Ma nel quartier generale della societa finanziatrice del progetto gli studiosi faranno una scoperta ancora piu sorprendente: il capo della misteriosa multinazionale ha inventato una vera macchina del tempo, che nello spericolato tentativo di ritrovare il professor Johnson, il capo della spedizione precipitato in un tunnel spaziotemporale, li proiettera in uno dei periodi piu avventurosi e violenti della storia. Da quel momento i nostri eroi dovranno riuscire a sopravvivere nel bel mezzo della guerra dei Cent'Anni - tra soldataglia e affascinanti castellane, assedi e cruente battaglie - per cercare di tornare sani e salvi nel XXI secolo.",Fiction,Intermediate,17,4,15,7.647058823529412,6,3.83,14,5.0,"Romanzo entusiasmante che getta un ponte tra passato e presente. A parte alcuni aspetti fantascientifici (vedi teletrasporto quantico) che spesso risultano eccessivi anche per le menti piu aperte e visionarie, la descrizione delle vicende storiche e quantomai coinvolgente e interessante. Il medioevo....Solitamente associamo questo periodo storico a condizioni di arretratezza e di costante violenza. Sicuramente in parte cio e vero ma Crichton tra le pagine del suo riuscito romanzo evidenzia gli aspetti spesso trascurati di quel tempo, un tempo contraddistinto da sentimenti forti, dove l'onore aveva un ruolo fondamentale nella vita delle persone. Abbiamo molto da imparare dal nostro passato, per vivere al meglio il nostro presente e soprattutto per gettare solide basi sul nostro futuro.",0.0,0,1830,12791.7,6.99,46,3,3,5
867,The White Tower,James Ramsey Ullman,1945,2006,"""In years to come the world will look to The White Toweras the moment when Australian crime fiction got up off its hind legs and howled: We Are Here.""
---Ken Bruen, author of The Dramatist
""'Jumpers,' McCallum was saying. 'Jumpers are---well, in my experience jumpers are always badly disturbed. They choose to jump because it's so violent.'""
The body of Niall Howley, a young man with golden hair, is found at the base of the Telstra Tower---the famed communications tower atop Canberra's Black Mountain. Local authorities are content to accept Niall's death as a straightforward suicide. But his apparent ""suicide note"" leaves many unanswered questions.
The note is an image on Niall's computer screen---a digitalized image of himself sprawled at the bottom of cliff . . . an exact replica of the positioning of his body as it was found near the Telstra Tower. Desperate for answers, and fearing murder, his mother seeks out the help of Sandra Mahoney, a computer crime consultant.
Niall had been---until recently---an integral member in a role-playing internet game---and his suicide turns out to be bizarre echo of his own character's death. Niall's death, and its connection to the fate of his internet character force Mahoney to reexamine every angle.
While juggling her own baby daughter, a Russian lover, a needy dog, and a plaguing ex-husband, Sandra races across the globe in pursuit of truth on behalf of a mother who wants to know how a game killed her son. And finds that the threads of truth and illusion can easily wind into a game of manipulation and deceit.
Australian author Dorothy Johnston returns with the second book featuring Inspector Sandra Mahoney; in a thrilling and intelligent mystery that searches for one mother's truth.
International Praise for The WhiteTower
""This is an artfully seductive crime story.""
---The Age (Australia)
""Here's a crime novel that justifies the real meaning of the term. It is a thriller and a very fine one, but it is also literary in the sense of highly intelligent, learned, and beautifully crafted.""
---Ken Bruen, author of The Dramatist",Fiction,Intermediate,26,2,13,4.730769230769231,11,3.76,19,3.0,"I received this book from Goodreads First Reads. It's clean in its approach, interesting characters and an unusual plot. But felt slightly somnolent, as if there was no need for urgency anywhere, despite its objective. There were suggestions of previous relationships or events but without any explanation in this book about those, or without my reading previous book in series, it was difficult to justify certain actions of the main character. I liked it but more work is needed to tighten the story, I think.",0.0,0,840,6711.6,7.99,132,2,5,4
868,Heart-Shaped Box,Joe Hill,2007,2007,"Aging, self-absorbed rock star Judas Coyne has a thing for the macabre -- his collection includes sketches from infamous serial killer John Wayne Gacy, a trepanned skull from the 16th century, a used hangman's noose, Aleister Crowley's childhood chessboard, etc. -- so when his assistant tells him about a ghost for sale on an online auction site, he immediately puts in a bid and purchases it.
The black, heart-shaped box that Coyne receives in the mail not only contains the suit of a dead man but also his vengeance-obsessed spirit. The ghost, it turns out, is the stepfather of a young groupie who committed suicide after the 54-year-old Coyne callously used her up and threw her away. Now, determined to kill Coyne and anyone who aids him, the merciless ghost of Craddock McDermott begins his assault on the rocker's sanity.",Fiction,Intermediate,7,6,16,11.571428571428571,13,3.82,66865,3.0,"book club selection. it was... fine. easy, quick read.",0.0,0,4400,13156.000000000002,2.99,1052,4,1,3
869,The Lowland,Jhumpa Lahiri,2013,2013,"Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are
From Subhash's earliest memories, at every point, his brother was there. In the suburban streets of Calcutta where they wandered before dusk and in the hyacinth-strewn ponds where they played for hours on end, Udayan was always in his older brother's sight. So close in age, they were inseparable in childhood and yet, as the years pass - as U.S tanks roll into Vietnam and riots sweep across India - their brotherly bond can do nothing to forestall the tragedy that will upend their lives.
Udayan - charismatic and impulsive - finds himself drawn to the Naxalite movement, a rebellion waged to eradicate inequity and poverty. He will give everything, risk all, for what he believes, and in doing so will transform the futures of those dearest to him: his newly married, pregnant wife, his brother and their parents. For all of them, the repercussions of his actions will reverberate across continents and seep through the generations that follow.
Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are. With all the hallmarks of Jhumpa Lahiri's achingly poignant, exquisitely empathetic story-telling, this is her most devastating work of fiction to date.",Fiction,Intermediate,5,3,12,8.4,10,3.82,63176,3.0,"THE LOWLANDS BY JHUMPA LAHIRI. 
 Started this book almost a month back and finallllyyyyy done with it ..it was a part of my original TBR made at the beginning of the year at www.merakipost.com",1.0,0,35208,140479.92,3.99,818,5,3,3
870,The Sense Of An Ending,Julian Barnes,2011,2012,"Tony Webster has always made the very reasonable assumption that he could trust his memories, but when he's forced to revisit his past, everything he believes about himself and his life is challenged. The fact is that Tony Webster, a middle-aged man, never gave much thought to his past at all until his closest childhood friends return with a vengeance -- one of them from the grave and another maddeningly present. Tony thought he'd left all this uncertainly behind as he built a life for himself. Tony has created a very ordinary life for himself that includes the usual trappings of marriage, family, and career. But his marriage has become an amicable divorce, and his career has turned into a comfortable retirement. Presented with a mysterious legacy that obliges him to reconsider a variety of things he thought he'd understood all along, Tony may have to revise his estimation of his own nature and his place in the world. The Sense of an Ending is so compelling that it begs to be read in",Fiction,Intermediate,5,8,16,12.4,4,3.7,18,4.0,"Interesting concept on how our memories of our lives are often skewed. This story can really have someone think about how our rash reactions can have long lasting effects on others. 
 One of my favorite quotes from the book is, ""History is that certainty produced at the point where the imperfections of memory meet the inadequacies of documentation."" Another was ""Someone once said that his favourite times in history were when things were collapsing, because that meant something new was being born."" ""Sometimes I think the purpose of life is to reconcile us to its eventual loss by wearing us down, by proving, however long it takes, that life isn't all it's cracked up to be."" Of course, I don't agree with this last statement because I firmly believe that although life may not be perfect, it's what we make of it.",1.0,0,310,306.9,0.99,314,2,1,4
871,Breakfast At Tiffany'S,Truman Capote,1958,1959,"Contains:
Breakfast at Tiffany's
House of Flowers
A Diamond Guitar
A Christmas Memory",Fiction,Intermediate,10,12,16,15.0,16,3.89,155,0.0,"I thought this book was very similar to the movie, and I wasn't a huge fan of either... guess Capote is an acquired taste?",0.0,0,800,792.0,0.99,140,2,2,3
872,The Lowland,Jhumpa Lahiri,2013,2013,"Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are
From Subhash's earliest memories, at every point, his brother was there. In the suburban streets of Calcutta where they wandered before dusk and in the hyacinth-strewn ponds where they played for hours on end, Udayan was always in his older brother's sight. So close in age, they were inseparable in childhood and yet, as the years pass - as U.S tanks roll into Vietnam and riots sweep across India - their brotherly bond can do nothing to forestall the tragedy that will upend their lives.
Udayan - charismatic and impulsive - finds himself drawn to the Naxalite movement, a rebellion waged to eradicate inequity and poverty. He will give everything, risk all, for what he believes, and in doing so will transform the futures of those dearest to him: his newly married, pregnant wife, his brother and their parents. For all of them, the repercussions of his actions will reverberate across continents and seep through the generations that follow.
Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are. With all the hallmarks of Jhumpa Lahiri's achingly poignant, exquisitely empathetic story-telling, this is her most devastating work of fiction to date.",Fiction,Intermediate,5,3,12,8.4,10,3.82,63176,3.0,"Not my thing. Lahiri is a master stylist of a certain brand of subtle (read: dull) storytelling. And her characters are only abstractly realized; they never feel like fully realized human beings that you can connect with. The characters in The Lowland--like those in the even less successful The Namesake--are generally bland, uninteresting, tepid. Hardly anything they do or say is interesting, because they stick to broadly and predictably delineated sketches. So, I found myself reading this book for the lessons in the prose. Lahiri's evocations of life in 1960s Calcutta amidst the Naxalite uprising, the moments between Gauri and Udayan were the highlights for me. She's a brilliant writer but she doesn't take risks. Her prose and characters are too genteel and, hence, forgettable. And that's the saddest part of this sad book--that it's, ultimately, forgettable.",0.0,0,35208,140479.92,3.99,818,5,3,3
873,The White Tower,James Ramsey Ullman,1945,2017,"When Livy's accepted at Temple College, a school for the very brightest, no one is more surprised than her, though she has always felt different. Recently, Livy's been drawn to the roof, where, among its towering stone angels, she has the strangest desire to fly. But her behaviour is noticed by others, for whom the ability to defy gravity is a possible reality ...one that they'll stop at nothing to use for their own ends.",Fiction,Intermediate,26,2,13,4.730769230769231,11,3.62,69,4.0,Book review will follow on www.mrripleysenchantedbooks.com,0.0,0,840,6711.6,7.99,132,2,5,4
874,Murder In The Calais Coach,Agatha Christie,1934,1965,"Just after midnight, the famous Orient Express is stopped in its tracks by a snowdrift. By morning, the millionaire Samuel Edward Ratchett lies dead in his compartment, stabbed a dozen times, his door locked from the inside. Without a shred of doubt, one of his fellow passengers is the murderer. Isolated by the storm, detective Hercule Poirot must find the killer among a dozen of the dead man's enemies, before the murderer decides to strike again.",Fiction,Intermediate,3,4,8,5.666666666666667,4,4.16,6,5.0,original title was Murder on the Orient Express; read during fall 1969,0.0,0,750,3742.5,4.99,150,2,3,5
875,All The Pretty Horses,Cormac McCarthy,1992,2010,"Reissued to coincide with the UK film release of The Road Volume One of the Border Trilogy 'A uniquely brilliant book . . . told in language as subtly beautiful as its desert setting. One of the most important pieces of American writing of our time' Stephen Amidon, Sunday Times
John Grady Cole is the last bewildered survivor of long generations of Texas ranchers. Finding himself cut off from the only life he has ever wanted, he sets out for Mexico with his friend Lacey Rawlins. Befriending a third boy on the way, they find a country beyond their imagining: barren and beautiful, rugged yet cruelly civilized; a place where dreams are paid for in blood.
All the Pretty Horsesis an acknowledged masterpiece and a grand love story: a novel about childhood passing, along with innocence and a vanished American age. Steeped in the wisdom that comes only from loss, it is a magnificent parable of responsibility, revenge and survival.",Fiction,Intermediate,22,9,15,12.636363636363637,10,3.97,521,3.0,"Has those wonderful blood & thunder moments of McCarthian awe in it but compared to Blood Meridian, Outer Dark or The Road it feels slight, even a bit Hollywoody at times. I would say by most standards it was a great book, but it is not as great as I've come to expect. I think the darkness was missing a little too, that black-storm-on-the-horizon nightmare that lurks in his other stories.",1.0,0,2916,11634.84,3.99,914,3,3,3
876,Shopaholic & Baby,Sophie Kinsella,2007,2007,"#1 NEW YORK TIMESBESTSELLER * BONUS: This edition contains an excerpt from Sophie Kinsella's Shopaholic to the Stars.
Becky Brandon's life is blooming. She's working at London's newest big store, The Look, house-hunting with husband Luke (her secret wish is a Shoe Room) . . . andshe's pregnant. She couldn't be more overjoyed--especially after discovering that shopping cures morning sickness. Everything has to be perfect for her baby: from the designer nursery and the latest stroller to top-of-the-line medical care.
But when the must-have celebrity obstetrician Becky's been so desperate to see turns out to be Luke's glamorous, intellectual ex-girlfriend, Becky's perfect world starts to crumble. She's shopping for two . . . but are there three in her marriage?
Praise for Sophie Kinsella and Shopaholic & Baby
""From sonograms to the hottest baby strollers to tricked-out birthing rooms . . . Kinsella's ode to baby blues is both sly and slapstick.""--Publishers Weekly
""Faster than a swiping Visa, more powerful than a two-for-one coupon, able to buy complete wardrobes in a single sprint through the mall--it's Shopaholic!""--The Washington Post
""Kinsella's heroine is blessed with the resilience of ten women, and her damage-limitation brain waves are always good for a giggle.""--Glamour (U.K.)
""As fun as a shopping spree.""--Entertainment Weekly",Fiction,Intermediate,6,1,11,4.5,4,3.78,271,4.0,Miniiii!!!! Love the cute baby,0.0,0,5211,5158.89,0.99,463,3,4,4
877,The Jungle,Clive Cussler with Jack Du Brul,2011,2003,"Upton Sinclair's dramatic and deeply moving story exposed the brutal conditions in the Chicago stockyards at the turn of the nineteenth century and brought into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share of the American dream. Denounced by the conservative press as an un-American libel on the meatpacking industry, this book was championed by more progressive thinkers, including then president Theodore Roosevelt, and was a major catalyst to the passing of the Pure Food and Meat Inspection act, which has tremendous impact to this day.",Fiction,Intermediate,4,1,10,5.25,14,3.72,98667,5.0,One of the grittiest books I've ever encountered and not a light read for the fainthearted. Sinclair skillfully compels one's sympathy with the leading characters through their continuing trials and makes one wonder how such conditions were allowed to exist in 'the modern world'.,0.0,0,237,1419.63,5.99,375,1,4,5
878,From Dead To Worse,Charlaine Harris,2008,2008,"In the latest entry of the New York Times-bestselling Southern Vampire series, Sookie Stackhouse faces danger, death, and, once again, betrayal by someone she loves.",Fiction,Intermediate,6,6,16,11.666666666666666,5,4.01,17,5.0,"Sookie Stackhouse survived the bombing of the Pyramid of Gizeh hotel in Charlaine Harris' seventh book ""All Together Dead"". Now she's back home in Bon Temps, filling in as a bridesmaid at a wedding before returning to her barmaid duties for the reception. She meets Jonathan, a vampire from Nevada who claims to be a friend of Eric, but she's too busy at the reception to wonder why a Nevada vampire is at a Louisiana wedding. She's wondering where Quinn, her weretiger boyfriend, has disappeared to. 
 Her world gets turned upside down a few days later, when Eric takes her out for dinner...and introduces her to Niall, who turns out to be her great-grandfather...and a royal prince in the fairy world. WHOA! The evening goes from good to bad on the ride home when someone tries to kill Sookie...again. It seems there is a war brewing between the Were pack, and people are dying. Someone seems to think that killing Sookie will upset Alcide, one side of the warring faction. Sookie steps in the middle to find out what is going on. 
 If that weren't enough, it turns out that Jonathan, the Nevada vamp, is part of a contingent from that state who have decided to take over Louisiana. Another war is about to begin, and Sookie must join forces with some very unlikely allies to stop it. 
 As if two wars weren't enough, here come the other newlyweds, Jason (Sookie's brother) and Crystal, his pregnant werepanther wife. She's spending money like it's water, and he's fed up. He arranges for Sookie and Calvin Norris', Crystal's uncle, to catch Crystal in a compromising situation. Now Sookie and Calvin must pay the price. 
 Just another month in Bon Temps!",0.0,0,480,475.2,0.99,212,2,1,5
879,One Plus One,Jojo Moyes,2014,2014,"One single mom. One chaotic family. One quirky stranger. One irresistible love story from the New York Times bestselling author of Me Before You
Suppose your life sucks. A lot. Your husband has done a vanishing act, your teenage stepson is being bullied and your math whiz daughter has a once-in-a-lifetime opportunity that you can't afford to pay for. That's Jess's life in a nutshell--until an unexpected knight-in-shining-armor offers to rescue them. Only Jess's knight turns out to be Geeky Ed, the obnoxious tech millionaire whose vacation home she happens to clean. But Ed has big problems of his own, and driving the dysfunctional family to the Math Olympiad feels like his first unselfish act in ages... maybe ever.",Fiction,Intermediate,2,11,15,13.0,2,3.94,90261,5.0,"Jojo Moyes is quickly becoming one of my favourite authors. Having finished ONE PLUS ONE (3rd Moyes novel in one month), I can't wait to get my hands another one of her novels. ONE PLUS ONE was an amazing read, filled with humour, engaging characters, wicked (in a good way) story line, and the title is PERFECT! Jess Thomas is a strong single mom, unlike one you may know, who puts her children first. She works hard, loves easy, and is selfless. Other than the ""bully"" boys and Deanna Lewis, there are no characters in the novel I disliked! Each had their own personalities, their quirks, and their ups and downs. And of course, every great family story needs a dog. Normal Thomas (aka Dog) certainly added some love and excitement to the mixture as the family travels with a relative stranger to take Tanzie to Scotland, and to the possibility of her entering a school for gifted children. But as life often is, money seems to be an obstacle for everyone! in the end, you will shed some tears, laugh lots, and root for the underdog! And I don't mean Norman!",0.0,0,5427,10799.73,1.99,448,5,1,5
880,Hearts In Atlantis,Stephen King,1999,2000,"Hearts In Atlantis is composed of five interconnected, sequential narratives set in the years from 1960 to 1999. Each story is deeply rooted in the sixties, and each is haunted by the Vietnam War.
In ""Low Men in Yellow Coats,"" eleven-year-old Bobby Garfield discovers a world of predatory malice in his own neighborhood and that adults are sometimes not rescuers but at the heart of the terror.
In the title story, a bunch of college kids get hooked on a card game, discover the possibility of protest...and confront their own collective heart of darkness, where laughter may be no more than the thinly disguised cry of the beast.
In ""Blind Willie"" and ""Why We're in Vietnam,"" two men who grew up with Bobby in suburban Connecticut try to fill the emptiness of the post-Vietnam era in an America which sometimes seems as hollow and haunted as their own lives.
And in ""Heavenly Shades of Night Are Falling,"" Bobby returns to his hometown where one final secret, and his heart's desire may await him.
Full of danger, suspense, and full of heart, Hearts In Atlantis takes some listeners to a place they have never been...and others to a place they have never been able to completely leave.",Fiction,Intermediate,16,4,15,8.0625,5,3.8,277,3.0,"I'm kind of embarrassed to admit that this is my first Stephen King book... The first thing that came out of my mouth after finishing HiA is, ""Stephen King is a f#**@^g good storyteller"". 
 Pacing of the stories is just right, realistically told to the point it becomes believable -- even if it had a hint of sci-fi, lives of the characters beautifully intertwined, each character given depth and meaning. 
 This book is sweet",1.0,0,4240,8437.6,1.99,1142,4,3,3
