Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank,Duyet_Commercial_Success,Khang_Commercial_Success,Kiet_Commercial_Success,Duyet_Popular_Success,Khang_Popular_Success,Kiet_Popular_Success,Duyet_Critical_Success,Khang_Critical_Success,Kiet_Critical_Success
1995,Everyone Worth Knowing,Lauren Weisberger,2005,2006,"The in-crowd wears Gucci but one girl wears her heart on her sleeve! From the bestselling author of The Devil Wears Prada comes a no-holds barred expose of the world of the Manhattan super-rich. Bette gets paid to party! Well, to plan them, anyway. And she can hardly believe her luck. Running with celebs, gaining VIP access to Manhattan's hottest spots and meeting 'everyone worth knowing' is a million miles away from her old banking job. Overnight, New York has become her sexy late-night play...",Fiction,Novice,2,10,13,11.5,11,3.39,497,1.0,"One of the worst books I've ever read. Stereotypical characters, dull plot consisted of superficial world building, with predictive and anticlimactic ending. The dialogues are unrealistic and immature. And don't even let me start on describing this pathetic excuse for a ""love story"" or spectacular failure of a love triangle. Everything is horrible about this book. 
 Girl quits banking job, because she has been unhappy, gets a job at a PR firm, finds herself to be a star of the tabloids, whining along the way, gets a crush on the guy from a security of some posh club, kisses the guy from security, everything blows up all over their heads, then the girl realizes she hates the backstabbing PR business. 
 The side characters are even more flat and unimpressive than the main character. They have even less personality than Bette, our protagonist. Yes, I'm looking at you Penelope, you were 8 years involved with the guy who'd rather spend every goddamn night of the week drinking with some unimportant acquaintances than with you. Good guys are as superficial and obnoxious as the bad guys. Uncle Will is a shameless gay stereotype and basically has no other trait than being gay. Though the author broke her spine over convincing us how Bette, our protagonist, adjusted to the world of PR, it was obvious she had no idea what the hell she was doing nor how to deal with the complications. I don't even know how she handled the Playboy party when she had been totally incompetent with the task. I admit, I read it only so I could criticize it. 
 In the end, Bette is in the same place she was at the beginning of the book. She has no prospective job, nor she knows who she wants to be in the next five years. She is shallow, self-centered and lifeless main character, who is supposedly fascinating enough for photographers to take her photos everywhere she goes, and tabloids to write bullshit about. I just don't comprehend why this girl can't speak her mind about ANYTHING OR STAND UP FOR HERSELF. But the most ridiculous part of this book was the fact that she went along with every little plan her new boss had for her - from ""dating"" a guy who's blatantly gay and whom she can't stand, to ditching her best friends and family, so she could go the parties because ""it's part of the job"". Oh, give me a break. She had no character development whatsoever, and she willingly agreed to wait three fucking months for a guy who'd go and become successful in his career, while she sits at home in her PJs and eats junk food. She doesn't respect herself and I don't see why anyone else should. 
 For a chick-lit, the romance is almost non-existent and anticlimactic. The central love story is platonic, theatrical and unrealistic to that extent that I wanted to puke. After one kiss and two 5-minute conversations, which weren't that deep, they decided they have a future together, even though there was no situation or conversation in which we'd see if they share same interests or if they're compatible together. Bette thinks Sammy is hot, Sammy thinks Bette is cute and that's their epic love.",36.0,1,4400,4356.0,0.99,1055,4,4,4,1,1,1,1,1,1
1657,Fates And Furies,Lauren Groff,2015,2015,"Every story has two sides. Every relationship has two perspectives. And sometimes, it turns out, the key to a great marriage is not its truths but its secrets. At the core of this rich, expansive, layered novel, Lauren Groff presents the story of one such marriage over the course of twenty-four years.
At age twenty-two, Lotto and Mathilde are tall, glamorous, madly in love, and destined for greatness. A decade later, their marriage is still the envy of their friends, but with an electric thrill we understand that things are even more complicated and remarkable than they have seemed.",Fiction,Intermediate,9,7,14,10.77777777777778,3,3.56,68846,3.0,Not sure how I feel about this book!,0.0,0,36504,266844.24,7.31,792,5,5,5,2,1,2,2,3,4
379,Firefly Lane,Kristin Hannah,2008,2013,"In the turbulent summer of 1974, Kate Mularkey has accepted her place at the bottom of the eighth-grade social food chain. Then, to her amazement, the ""coolest girl in the world"" moves in across the street and wants to be her friend. Tully Hart seems to have it all---beauty, brains, ambition. On the surface they are as opposite as two people can be: Kate, doomed to be forever uncool, with a loving family who mortifies her at every turn. Tully, steeped in glamour and mystery, but with a secret that is destroying her. They make a pact to be best friends forever; by summer's end they've become TullyandKate. Inseparable.
So begins Kristin Hannah's magnificent new novel. Spanning more than three decades and playing out across the ever-changing face of the Pacific Northwest, Firefly Lane is the poignant, powerful story of two women and the friendship that becomes the bulkhead of their lives.
From the beginning, Tully is desperate to prove her worth to the world. Abandoned by her mother at an early age, she longs to be loved unconditionally. In the glittering, big-hair era of the eighties, she looks to men to fill the void in her soul. But in the buttoned-down nineties, it is television news that captivates her. She will follow her own blind ambition to New York and around the globe, finding fame and success . . . and loneliness.
Kate knows early on that her life will be nothing special. Throughout college, she pretends to be driven by a need for success, but all she really wants is to fall in love and have children and live an ordinary life. In her own quiet way, Kate is as driven as Tully. What she doesn't know is how being a wife and mother will change her . . . how she'll lose sight of who she once was, and what she once wanted. And how much she'll envy her famous best friend. . . .
For thirty years, Tully and Kate buoy each other through life, weathering the storms of friendship---jealousy, anger, hurt, resentment. They think they've survived it all until a single act of betrayal tears them apart . . . and puts their courage and friendship to the ultimate test.",Fiction,Intermediate,1,13,13,13.0,3,4.04,7,3.0,"In the early 1970's two unlikely girls, Tuly and Kate, are brought together in middle school and develop a friendship that spans three decades. As life takes the typical twists and turns, the friendship is tested. 
 This is a pretty formulaic story line filled with every stereotype you can imagine. While the characters were pretty one-dimensional and the storyline predictable, overall it was an enjoyable read. I think for me it was the right book at the right time. I started it on Mother's Day, which is always a bit of an emotional day, missing the major mother figures in my life. So a mindless, quick read was perfect. I also really appreciated Hannah weaving the signs for Inflammatory Breast Cancer into the story. It is important that women know it is not just about feeling for lumps, and Hannah brings this to light without overdoing it. If you came to age in the 70's and 80's you are likely to enjoy the nostalgic trip down memory lane through the pop-culture references. 
 I certainly would not recommend this for everyone. If you enjoy chick-lit and beach reads, this is probably a good read for you. If you are fortunate to have a best friend who has known you since childhood, especially if that friend is one of the few people who you know love you no matter your flaws, I think you feel a connection to Tuly and Kate. I know I did. If you enjoyed the movie Beaches, you will probably enjoy this book.",0.0,0,645,3218.55,4.99,171,2,2,2,1,1,1,2,2,4
461,First Sight,Danielle Steel,2013,2013,"NEW YORK TIMESBESTSELLER
Paris, L.A., and the world of ready to wear fashion provide rich backdrops for Danielle Steel's deeply involving story of a gifted designer whose talent and drive have brought her everything--except the ability to erase her past and trust relationships.
FIRST SIGHT 
New York. London. Milan. Paris. Fashion Week in all four cities. A month of endless interviews, parties, and unflagging work and attention to detail at the semiannual ready to wear fashion shows--the famous pret-a-porter. At the center of the storm and avalanche of work is American Timmie O'Neill, whose renowned line, Timmie O, is the embodiment of casual chic, in fashion and for the home. She has created a business that inspires, fills, and consumes her life.
With an unerring instinct for what the next trend will be, an innate genius for business, tireless labor, and sheer fearlessness, starting from nothing, over two decades Timmie has built an international empire that has brought her enormous satisfaction and success. In a world where humility and compassion are all too rare, her humor, kindness, integrity, and creativity are inspirational. Yet as blessed as she feels by her success, Timmie harbors the private wounds of a devastating childhood and past tragedy. She is too smart, too experienced, and too hurt to want much in her personal life beyond a succession of convenient, very limited relationships. Always willing to take risks in business, she never risks her heart.
But despite her well-ordered and highly controlled world, it turns out that Timmie O'Neill is not immune to magic when it strikes. And it strikes in Paris during Paris Fashion Week, when an intriguing Frenchman comes into her life when she gets sick. At first, Timmie and Jean-Charles Vernier are only patient and physician. They become confidants and friends, corresponding at a safe distance between Paris and Los Angeles once she goes home. There is every reason why they must remain apart. But neither can deny their growing friendship and the electricity that sparks whenever they meet.
First Sightis as complex and compelling as modern life itself. Careers, families, histories, losses, duty, obligation, and fear of losing control and getting hurt. It is a tale of daring to take risks, and losing control just enough to have a life, when the opportunity presents itself. When two very different worlds and strong-willed people collide, everything changes in an instant, as they confront the age-old question of whether to lay oneself bare and risk intimacy--or not. Are they brave enough to face what comes next? And will they do it together or apart?",Fiction,Intermediate,5,4,14,9.8,11,3.49,13,5.0,"it was a very good book as always, her book always have a story that some can relate to. This one was how a couple met, fell in love and out of love then met back up again to fall back in love and get married and have a baby. Danielle Steel has written so many great book and I just enjoy them, well another great book, here's hoping for more to come from Danielle Steel",0.0,0,4320,4276.8,0.99,1091,4,4,4,2,2,2,5,5,5
823,Freedom,Jonathan Franzen,2010,2010,"In his first novel since The Corrections, Jonathan Franzen has given us an epic of contemporary love and marriage. Freedom comically and tragically captures the temptations and burdens of liberty: the thrills of teenage lust, the shaken compromises of middle age, the wages of suburban sprawl, the heavy weight of empire. In charting the mistakes and joys of Walter and Patty Berglund as they struggle to learn how to live in an ever more confusing world, Franzen has produced an indelible and deeply moving portrait of our time.
(from the back cover)",Fiction,Intermediate,19,1,15,8.517241379310345,14,3.73,516,4.0,"It's always hard to review a complete brick of a book (literally speaking), and this one is quite something. 
 Franzen has almost entirely adhered to the simple point-and-tell way of God informing the reader of what happens throughout the book, interspersed with a few character perspective moments. 
 Walter and Patty Berglund are a smart, suburban, modern married couple who are in turmoil and seemingly cannot come to terms with this. They avoid each other rather, avoiding their issues apart from when they fight, which is like a cold, staged play, reminiscent of Ang Lee's ""The Ice Storm"" in some affects. 
 Franzen's main strengths are the storytelling, the parallel plots and treating the reader like an intelligent person. At the same time, the best bits of this book read way better than a very long episode of ""Desperate Housewives"", which it often reminded me of. At its worst, the book reminded me of a very long, outstretched and bloated episode of ""Desperate Housewives"". 
 Some might say this book pin-points the human condition of relationships in modern-day western civilisation, and I'll say it does to a certain extent. Franzen is very good at writing matter-of-factly when it comes to describing human emotions which I think works to his advantage: the reader is allowed to think for herself/himself and the characters of the book come out a lot differently than if Franzen would have applied sappy adjectives throughout. 
 All in all, this is a big book, and I think its flaws and brilliance is part of what it's all about: people's inner worlds, as felt inside and projected outside. Highly recommendable, masterfully written despite a few lows, ending up with being one of the best fictional books I've read in a few years.",0.0,0,860,6871.400000000001,7.99,128,2,1,2,3,3,3,4,4,4
983,Gone,Randy Wayne White,2012,2010,"Night is falling as murder detective Jack Caffery arrives to interview the distraught victim of a car-jacking.
What he hears horrifies him. The car was taken by force, and on the back seat was a passenger. An eleven-year-old girl.
Who is still missing.
Before long the jacker starts to communicate with the police. And Caffery becomes certain that he is planning to take another car. And another child.
Who is the car-jacker? How is he chosing his targets? And - most urgent of all - can Caffery find the child?
Before it's too late...",Fiction,Intermediate,1,15,16,7.25,13,4.0,161,4.0,"Dual review with Swedish first and then English! 
 SWEDISH REVIEW 
 Om det ar nagot Mo Hayder kan sa ar det att skriva bocker som gar under skinnet pa en. Precis som Dennis Lehane sa vagar hon ta ut svangarna och det ar med isande fasa man laser varje sida. 
 Forsvunnen ar inget undantag. Att lasa om kidnappade barn ar hemskt och man vet inte om Jack Caffery kommer att lyckas radda situationen. Caffery ar en lysande polis, men i denna bok sa verkar det som om kidnapparen kan forutse polisen nasta drag och ju mer tiden gar desto mer lutar det at att det ar forsent, att flickan inte kommer att raddas. 
 Sedan har vi polisdykaren Flea Marley, som lever med konsekvenserna fran foregaende bok, vilket stor henne i jobbet. Hon vet inte om att Jack misstanker henne for ett brott som hon faktiskt ar oskyldig till men som i och med det Jack vet om det ter sig logiskt att han misstanker henne. Nu ger hon sig in kampen for att radda den kidnappade flickan. Men ar hon verkligen i form att ta sig an fallet? Kommer hon istallet bara att riskera sitt eget liv? 
 Forsvunnen ar en ruggig thriller dar den okande forovaren hela tiden lurar i bakgrunden och man sitter pa helspand pa slutet nar Caffery konfronterar forovaren. Fragan ar kommer allting att sluta lyckligt? 
 Tack till Modernista for recensionsexemplaret! 
 ENGLISH REVIEW 
 If there is one thing Mo Hayder knows is it to write a book that crawls under your skin. She dares, just like Dennis Lehane can she write in such a way that it's with terror you turn each page. 
 Gone is no exception. Reading about kidnapped children is always terrible and you do not know if Jack Caffery will be able to save the kidnapped girl. Caffery is a brilliant police, but in this book, the kidnapper seems to anticipate every single move the police do, and as more time goes by, the fear grows that they will be too late. 
 Then we have police diver Flea Marley, who lives with the consequences from the previous book, which has consequences for her at work. She does not know that Jack suspects her for a crime she's actually innocent of. Although it's quite logical that he suspects her since he doesn't have the whole picture. Now she decides to search for the kidnapped girl. But, is she really in shape to help out? Or will she only risk her own life? 
 Gone is a tough thriller where the unidentified perpetrator always lurks in the background, and at the end, when Caffery confronts the perpetrator will you still question if everything will end happily... 
 Thanks to Modernista for the review copy!",24.0,1,670,3678.3,5.49,166,2,1,2,3,3,3,2,2,4
1848,Gray Mountain,John Grisham,2014,2014,"John Grisham has a new hero . . . and she's full of surprises
The year is 2008 and Samantha Kofer's career at a huge Wall Street law firm is on the fast track--until the recession hits and she gets downsized, furloughed, escorted out of the building. Samantha, though, is one of the ""lucky"" associates. She's offered an opportunity to work at a legal aid clinic for one year without pay, after which there would be a slim chance that she'd get her old job back.
In a matter of days Samantha moves from Manhattan to Brady, Virginia, population 2,200, in the heart of Appalachia, a part of the world she has only read about. Mattie Wyatt, lifelong Brady resident and head of the town's legal aid clinic, is there to teach her how to ""help real people with real problems."" For the first time in her career, Samantha prepares a lawsuit, sees the inside of an actual courtroom, gets scolded by a judge, and receives threats from locals who aren't so thrilled to have a big-city lawyer in town. And she learns that Brady, like most small towns, harbors some big secrets.
Her new job takes Samantha into the murky and dangerous world of coal mining, where laws are often broken, rules are ignored, regulations are flouted, communities are divided, and the land itself is under attack from Big Coal. Violence is always just around the corner, and within weeks Samantha finds herself engulfed in litigation that turns deadly.",Nonfiction,Intermediate,20,1,12,4.05,11,3.53,38588,3.0,"The last two Grisham books I read are jeremiads one on the Appalachian coal industry, the other on small town police departments. The bad actions are probably true, but the lines between the villians and the victims are drawn so blatantly it takes away from enjoyment.",0.0,0,106,104.94,0.99,1268,1,1,1,4,4,5,2,2,4
1813,Inferno,Dan Brown,2013,2004,"When John Travis is murdered he finds himself in Inferno, a Hell that takes the form of an endless city alive with corruption, intrigue and despair. Yet being dead is the least of his problems; he is actually Jacamo Terence - dead 800 years and the first man to escape Hell and live his life again.",Fiction,Intermediate,29,1,16,5.724137931034483,6,3.08,39,2.0,"** spoiler alert ** 
 A graphic novel about a seemingly normal guy who gets murdered on his thirtieth birthday and ends up in hell, where everyone's out to get him because he was a vicious sorcerer in his previous afterlife. 
 This had been sitting unread in my collection for about four years because a) I wasn't familiar with the author, though a good friend of mine loves his Lucifer books, and b) even though I'm a big fan of Michael Gaydos' artwork, I'm generally not keen on black and white illustrations. 
 This was a so-so book for me. I didn't really come around on the harsh black and white art, especially when it made it really difficult to tell what was going on in panels with no dialogue. I thought the writing was fine but the story leaves you hanging for a continuing series that never materialized.",0.0,0,4806,9563.94,1.99,493,4,4,4,5,4,5,2,2,2
389,I’Ve Got Your Number,Sophie Kinsella,2012,2012,"I've lost it. :( The only thing in the world I wasn't supposed to lose. My engagement ring. It's been in Magnus's family for three generations. And now the very same day his parents are coming, I've lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !!
Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her ""happily ever after"" begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a trash can. Finders keepers! Now she can leave a number for the hotel to contact her when they find her ring. Perfect!
Well, perfect except that the phone's owner, businessman Sam Roxton, doesn't agree. He wants his phone back and doesn't appreciate Poppy reading his messages and wading into his personal life.
What ensues is a hilarious and unpredictable turn of events as Poppy and Sam increasingly upend each other's lives through emails and text messages. As Poppy juggles wedding preparations, mysterious phone calls, and hiding her left hand from Magnus and his parents . . . she soon realizes that she is in for the biggest surprise of her life.",Fiction,Intermediate,1,16,16,16.0,16,3.93,146298,4.0,A one-day fun read,0.0,0,970,960.3,0.99,106,1,1,3,1,1,2,4,4,4
492,I’Ve Got Your Number,Sophie Kinsella,2012,2012,"I've lost it. :( The only thing in the world I wasn't supposed to lose. My engagement ring. It's been in Magnus's family for three generations. And now the very same day his parents are coming, I've lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !!
Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her ""happily ever after"" begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a trash can. Finders keepers! Now she can leave a number for the hotel to contact her when they find her ring. Perfect!
Well, perfect except that the phone's owner, businessman Sam Roxton, doesn't agree. He wants his phone back and doesn't appreciate Poppy reading his messages and wading into his personal life.
What ensues is a hilarious and unpredictable turn of events as Poppy and Sam increasingly upend each other's lives through emails and text messages. As Poppy juggles wedding preparations, mysterious phone calls, and hiding her left hand from Magnus and his parents . . . she soon realizes that she is in for the biggest surprise of her life.",Fiction,Intermediate,1,16,16,16.0,16,3.93,146298,4.0,So much fun. Bravo!,0.0,0,970,960.3,0.99,106,1,1,3,1,1,1,4,4,4
1538,Little Earthquakes,Jennifer Weiner,2004,2006,From the New York Times bestselling author of In Her Shoes comes a hilarious and warmhearted story of three young women who find friendship against the background of new motherhood.,Nonfiction,Intermediate,3,7,14,11.0,15,3.76,77978,4.0,"I have to be honest, I really didn't think that I would like this book even though I liked the author all ready. I just like to read about things that aren't my life. I'm a mom and I know what it's like to do raise a child by yourself or feel like you do anways and some of the other struggles that the woman face. So when I read I want to escape my life for that moment in time. This book has changed my mind about that. I read this book and I laughed and I cried and I got pissed off on some of the moms but at the heart of it I really enjoyed this book. Even though this is fiction its still nice to read about things that you have thought about and you feel like you're not alone. I would recommend this book to any woman. It's about motherhood but more importantly it's about the friendship between woman. Great book!",15.0,1,3861,28957.5,7.5,645,3,3,3,2,2,2,5,5,5
587,Love The One You’Re With,Emily Giffin,2008,2008,"The New York Timesbestselling author of Something Borrowed,Something Blue,and Baby Proofdelivers another captivating novel about women and the choices that define them. This is the story for anyone who has ever wondered: How can I truly love the one I'm with when I can't forget the one who got away?
Ellen and Andy's first year of marriage doesn't just seem perfect, it is perfect. There is no question how deep their devotion is, and how naturally they bring out the best in each other. But one fateful afternoon, Ellen runs into Leo for the first time in eight years. Leo, the one who brought out the worst in her. Leo, the one who left her heartbroken with no explanation. Leo, the one she could never quite forget. When his reappearance ignites long-dormant emotions, Ellen begins to question whether the life she's living is the one she's meant to live.
Love the One You're Withis a powerful story about one woman at the crossroads of true love and real life.",Fiction,Intermediate,14,2,15,8.857142857142858,1,3.7,538,5.0,I couldn't put this book down.. I absolutely loved it!!!,0.0,0,630,5663.7,8.99,174,1,2,2,3,3,3,5,5,5
371,Loving Frank,Nancy Horan,2007,2007,"I have been standing on the side of life, watching it float by. I want to swim in the river. I want to feel the current.
So writes Mamah Borthwick Cheney in her diary as she struggles to justify her clandestine love affair with Frank Lloyd Wright. Four years earlier, in 1903, Mamah and her husband, Edwin, had commissioned the renowned architect to design a new home for them. During the construction of the house, a powerful attraction developed between Mamah and Frank, and in time the lovers, each married with children, embarked on a course that would shock Chicago society and forever change their lives.
In this groundbreaking historical novel, fact and fiction blend together brilliantly. While scholars have largely relegated Mamah to a footnote in the life of America's greatest architect, author Nancy Horan gives full weight to their dramatic love story and illuminates Mamah's profound influence on Wright.
Drawing on years of research, Horan weaves little-known facts into a compelling narrative, vividly portraying the conflicts and struggles of a woman forced to choose between the roles of mother, wife, lover, and intellectual. Horan's Mamah is a woman seeking to find her own place, her own creative calling in the world, and her unforgettable journey, marked by choices that reshape her notions of love and responsibility, leads inexorably to this novel's stunning conclusion.",Fiction,Intermediate,5,5,15,11.0,6,3.74,126,3.0,"This is the story of Mamah Borthwick, the love of Frank Lloyd Wright. 
 I struggled through a lot of this book, not because it wasn't well written but because I didn't like Mamah. 
 I found her character frustrating and both she and Frank self-centered. So although I enjoyed the writing I did not love the story. This has less to do with the author and more to do with the characters which are not actually fictional. I'm on the fence about how to rate a story like this. 
 I think people who like A Paris Wife would also like Loving Frank 
 SPOILERS 
 I definitely identified with the drive to make a difference or fulfill one's dreams but I could not shake the fact that SHE LEFT HER CHILDREN. For 2 years she didn't see them and I don't care how much she missed them. Ugh, it was so frustrating. She was self-centered just leaving her children to be raised by her poor sister and husband. Her children deserved a better mother. 
 Frank was egotistical and crazy and a genius and none of this surprised me although I can't see how a woman would want to deal with the public scorn and loss of family to be with him. Of course, I can't think of any reason to walk out on my child. 
 The end completely took me by surprise. Completely. I'm still shocked and had to search the internet to confirm the tragedy. How had I never heard about this before? It's so senseless. I appreciated the fact that it was a complete surprise which seemed fitting as it really reinforced the feeling that the Wisconsin community must have shared.",0.0,0,35640,249123.6,6.99,804,4,5,5,2,2,2,2,3,4
1002,Masquerade,Kit Williams,1981,2011,"An original short story from the author of the Aristide Ravel Mysteries and A Far Better Rest.
When handsome young Duke Ludovik gives a ball at the palace, Eleyna will let nothing--including her stepmother and stepsisters--prevent her from dancing with the duke, in her mother's ravishing court gown. But her stepmother, mindful of her own daughter's chances, has other ideas...
Sound familiar? Attend the ball, wait for midnight to strike, and you may be surprised!",Fiction,Intermediate,43,2,14,8.018867924528301,7,3.35,23,4.0,This review has been updated and can now be found at Expendable Mudge Muses Aloud.,23.0,1,108,106.92,0.99,1196,1,1,1,4,4,4,2,3,4
90,Mystic River,Dennis Lehane,2001,2001,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever.
Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood.
A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.",Fiction,Excellent,9,6,13,9.22222222222222,1,4.18,89560,5.0,One of the best crime fiction books ever. Period. (Couldn't believe I hadn't reviewed this.),0.0,0,43848,394193.52,8.99,739,5,5,5,1,2,2,5,5,5
503,Nine Stories,J.D. Salinger,1953,1991,"Nine Stories (1953) is a collection of short stories by American fiction writer J. D. Salinger released in May 1953. It includes two of his most famous short stories, ""A Perfect Day for Bananafish"" and ""For Esme - with Love and Squalor"". (Nine Stories is the U.S. title; the book is published in many other countries as For Esme - with Love and Squalor, and Other Stories.)
The stories are: A Perfect Day for Bananafish, Uncle Wiggily in Connecticut, Just Before the War with the Eskimos, The Laughing Man, Down at the Dinghy, For Esme -- With Love and Squalor, Pretty Mouth and Green My Eyes, De Daumier-Smith's Blue Period, and Teddy.",Fiction,Intermediate,15,9,16,13.133333333333333,10,4.19,3251,1.0,"This is the worst collection of nonsensical junk writing I have ever encountered. There are two total good stories--one in its entirety and two half-decent stories--within these nine tales. Run far, far away, and do not dare look back.",0.0,0,540,2154.6,3.99,192,2,2,2,2,2,2,1,1,1
226,North And South,John Jakes,1982,2012,"Written at the request of Charles Dickens, North and South is a book about rebellion; it poses fundamental questions about the nature of social authority and obedience. Gaskell expertly blends individual feeling with social concern, and her heroine, Margaret Hale, is one of the most original creations of Victorian literature.
When Margaret Hale's father leaves the Church in a crisis of conscience she is forced to leave her comfortable home in the tranquil countryside of Hampshire and move with her family to the fictional industrial town of Milton in the north of England. Though at first disgusted by her new surroundings, she witnesses the brutality wrought by the Industrial Revolution and becomes aware of the poverty and suffering of the local mill workers. Sympathetic to the poor she makes friends among them and develops a fervent sense of social justice. She clashes with the mill-owner and self-made man, John Thornton, who is contemptuous of his workers. However, their fierce opposition masks a deeper attraction.
Gaskell based her depiction of Milton on Manchester, where she lived as the wife of a Unitarian minister. She was an accomplished writer, much of her work published in Charles Dickens' magazine Household Words including North and South which was originally published as a serial. She was also friends with Charlotte Bronte and after her death, her father, Patrick Bronte, chose Gaskell to write The Life of Charlotte Bronte.",Fiction,Excellent,33,1,14,5.545454545454546,8,4.13,826,4.0,It's Pride and Prejudice for Socialists.,455.0,1,58968,235282.32,3.99,653,5,5,5,5,5,5,2,4,4
879,One Plus One,Jojo Moyes,2014,2014,"One single mom. One chaotic family. One quirky stranger. One irresistible love story from the New York Times bestselling author of Me Before You
Suppose your life sucks. A lot. Your husband has done a vanishing act, your teenage stepson is being bullied and your math whiz daughter has a once-in-a-lifetime opportunity that you can't afford to pay for. That's Jess's life in a nutshell--until an unexpected knight-in-shining-armor offers to rescue them. Only Jess's knight turns out to be Geeky Ed, the obnoxious tech millionaire whose vacation home she happens to clean. But Ed has big problems of his own, and driving the dysfunctional family to the Math Olympiad feels like his first unselfish act in ages... maybe ever.",Fiction,Intermediate,2,11,15,13.0,2,3.94,90261,5.0,"Jojo Moyes is quickly becoming one of my favourite authors. Having finished ONE PLUS ONE (3rd Moyes novel in one month), I can't wait to get my hands another one of her novels. ONE PLUS ONE was an amazing read, filled with humour, engaging characters, wicked (in a good way) story line, and the title is PERFECT! Jess Thomas is a strong single mom, unlike one you may know, who puts her children first. She works hard, loves easy, and is selfless. Other than the ""bully"" boys and Deanna Lewis, there are no characters in the novel I disliked! Each had their own personalities, their quirks, and their ups and downs. And of course, every great family story needs a dog. Normal Thomas (aka Dog) certainly added some love and excitement to the mixture as the family travels with a relative stranger to take Tanzie to Scotland, and to the possibility of her entering a school for gifted children. But as life often is, money seems to be an obstacle for everyone! in the end, you will shed some tears, laugh lots, and root for the underdog! And I don't mean Norman!",0.0,0,5427,10799.73,1.99,448,4,4,4,1,1,1,5,5,5
811,Prey,Linda Howard,2011,2003,"In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.
It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.
Every attempt to destroy it has failed.
And we are the prey.",Fiction,Intermediate,1,5,15,5.9375,14,3.72,133370,4.0,"This is my first Michael Crichton read, and I loved it. Prey is told in first person by Jack Foreman, a stay-at-home dad, who suspects his wife, Julia, of having an affair. Julia, a vice president at Xymos, a molecular manufacturing company, works late night, and one night she doesn't even come home at all. Eventually, Julia shows Jack a video demonstration of what they're working on - a cloud of nanoparticles, which works as one big camera. Then something goes wrong at the facility and Jack is invited by Ricky, his former employee to come and help fix the problem. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory, and he has to get it back. But this cloud is self-reproducing, intelligent; it evolves quickly, and is now a threat. There at the facility Jack learns the truth about his wife, the nanoparticles, and his former co-workers. 
 The book has a slow start. Jacks suspects his wife of having an affair and he's taking time on deciding what to do because he isn't very sure yet. He doesn't want a divorce; he wants to keep his family together, and his kids, always biting each other, are not helping matters. He can't get a job; he's rejected wherever he applies because of a 'got fired for doing the right thing' incident in his former workplace. 
 And then the story kicks off when he's asked to come and solve a problem at the plant. Then comes the action, the suspense, and of course the thrill. You wouldn't want to be anywhere near the swarms - those molecular robots. They're dangerous, they hurt the skin, and they can get into your nasal cavity, suffocating you. They kill wildlife as well as humans. Jack has to stop it, no matter what. Because he designed the program used in modeling the swarms. But he can't do it himself. There are other notable characters there like the quiet, strong and beautiful Mae; devious Ricky; loud-farting/non-stop talking Charley; and of course Jack's beautiful and secretive wife, Julia. Some of these characters help to achieve the goal, while others stand in Jack's way. There are lots of deaths in the end. 
 I loved the technological and biological details the author wove in the various part of the story. It's blended well into the narrative and doesn't cause any distraction. Even though I found some of them boring or overly done, I still learnt something from them. 
 The five-paged bibliography at the end of the book shows well the thorough research undertaken by the author for this book. It is a book worth reading, and I'll certainly read more titles from Crichton. I have my mind on Jurassic Park next. Although I've seen the movie, I'd still love to experience the book side of it. 
 I recommend this book to any sci-fi and techno-thriller lover. If you like the science-goes-wrong genre, then this is the book for you. 
 Four (****) to Prey!",0.0,0,930,1850.7,1.99,114,1,1,3,3,3,3,3,4,4
