Unnamed: 0,title,author,year,publication_year,description,Genre,Author_Rating,total_weeks,best_rank,worst_rank,mean_rank,debut_rank,average_rating,ratings_count,rating,review_text,n_votes,is_expert,Units_Sold,Gross_Sales,Sale_Price,Sales_Rank
543,The Guardians,John Grisham,2019,2008,"From American Book Award-winning author Ana Castillo comes a suspenseful, moving novel about a sensuous, smart, and fiercely independent woman. Eking out a living as a teacher's aide in a small New Mexican border town, Tia Regina is also raising her teenage nephew, Gabo, a hardworking boy who has entered the country illegally and aspires to the priesthood. When Gabo's father, Rafa, disappears while crossing over from Mexico, Regina fears the worst.
After several days of waiting and with an ominous phone call from a woman who may be connected to a smuggling ring, Regina and Gabo resolve to find Rafa. Help arrives in the form of Miguel, an amorous, recently divorced history teacher; Miguel's gregarious abuelo Milton; a couple of Gabo's gangbanger classmates; and a priest of wayward faith. Though their journey is rife with challenges and danger, it will serve as a remarkable testament to family bonds, cultural pride, and the human experience
Praise for The Guardians
NAMED ONE OF THE BEST BOOKS OF THE YEAR BY THE CHICAGO TRIBUNE
""An always skilled storyteller, [Castillo] grounds her writing in... humor, love, suspense and heartache-that draw the reader in.""
-Chicago Sunday Sun-Times
""A rollicking read, with jokes and suspense and joy rides and hearts breaking... This smart, passionate novel deserves a wide audience.""
-Los Angeles Times
""What drives the novel is its chorus of characters, all, in their own way, witnesses and guardian angels. In the end, Castillo's unmistakable voice-earthy, impassioned, weaving a 'hybrid vocabulary for a hybrid people'-is the book's greatest revelation.""
-Time Out New York
""A wonderful novel... Castillo's most important accomplishment in The Guardiansis to give a unique literary voice to questions about what makes up a 'family.' ""
-El Paso Times
""A moving book that is both intimate and epic in its narrative.""
-Oscar Hijuelos, author of The Mambo Kings Play Songs of Love 
From the Trade Paperback edition.",Fiction,Intermediate,18,1,13,4.888888888888889,8,3.6882894736842102,401.0394736842105,5.0,"I am humbled by great writing. It leaves me in awe, with nothing witty to say. I bow down before this book, because it is great and beautiful and thought provoking. Every student in this country and every governor of Arizona should be required to read it.",0.0,0,2588256,2562373.44,0.99,42
1478,The Polar Express,written and illustrated by Chris Van Allsburg,1985,2000,"The Polar Express is a treasured holiday tradition. This lavish gift set includes a CD audio recording read by Liam Neeson, a keepsake ""All Aboard"" ornament, and a note from author Chris Van Allsburg.
Awarded the prestigious Caldecott Medal in 1986, The Polar Express has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.",Nonfiction,Intermediate,34,3,15,6.411764705882353,9,4.29,167057.83164983164,5.0,i feel like i read this book every year in elementary school. it is good for for showing some people believe in different things and you even though you may not believe it anymore doesn't mean that someone else doesn't believe it. It is a great way to talk about what some think about Christmas and what that holiday stands for. I believe it's okay to talk about the different holidays as long as it's done delicately.,0.0,0,10562508,10456882.92,0.99,97
332,"In A Dark, Dark Wood",Ruth Ware,2015,2015,"In a dark, dark wood
Nora hasn't seen Clare for ten years. Not since Nora walked out of school one day and never went back.
There was a dark, dark house
Until, out of the blue, an invitation to Clare's hen do arrives. Is this a chance for Nora to finally put her past behind her?
And in the dark, dark house there was a dark, dark room
But something goes wrong. Very wrong.
And in the dark, dark room.... 
Some things can't stay secret for ever.",Fiction,Intermediate,1,11,11,11.0,5,3.65,57170.80030800821,5.0,"from kalireads.com: 
 Scout Press is a new imprint from Gallery Books ""dedicated to being on the lookout for modern storytellers."" They've roared onto the scene with two releases, Ruth Ware's In A Dark, Dark Woods and (now Longlist National Book Award Nominee) Bill Clegg's Did You Ever Have A Family. I received a promo e-mail about Scout Press before these two were released, and like a chump I passed them over. Once I heard the endless roaring buzz of praise, I picked up In A Dark, Dark Woods on audio, and listened everywhere, all the time, unable to stop. 
 Ware's In A Dark, Dark Wood sounds like many things-don't confuse it with Into The Woods, the Broadway play adapted into a feature film, or master of mystery Tana French's novel In The Woods. Ever since the Brothers Grimm put the grim in our fairy tales, the woods have been a nightmarish place to lose yourself and tap into the pulse of a canopied underworld severed from sunlight and all things good. In A Dark, Dark Wood acts as an homage to so much that lives in the dark of our nightmares-ghosts, guns, unrequited loves, strangers prowling, phone lines cut, murders in the midst. 
 In this mystery, instead of wolves or headless horsemen, the woods brings horrors of a particularly modern variety. Reclusive author Leonora reluctantly agrees to attend a long lost school friend's hen party (for us unaware Americans, that's the British equivalent of a bachelorette party). The most majestic and notable part of this novel is the hen party's setting, a glass house nestled amidst a muddy and isolated woods far out in the English countryside. Each attendee to the soiree feels like a performer, vulnerable and exposed in front of a vast expanse of trees. This is the type of isolated home found at the end of a muddy long drive, where cell reception blips from on bar to none, where the land line in the kitchen feels like a life line to the outside world. 
 The night turns strange quite quickly. Clare, the bride-to-be, has invited a ragtag bunch, with Leonora and her sarcastic sidekick Nina not necessarily adding to the party atmosphere. There's new mother Melanie, who struggles to pull her eyes up from her phone, aghast at no reception. There's flamboyant and coke-touting Tom, the hard partying token gay man at the celebration. And finally, there's Flo. Flo worships Clare, dresses like Clare, and insists that Clare will have the best hen party ever. No matter what. 
 The isolated party in a strange glass house, fueled by alcohol and Flo's intensity, quickly moves past social niceties and into the realm of something else. Leonora wakes up battered and brutalized in a hospital bed, police at her door. No longer in a glass house, no longer at a hen night. She takes us along in her struggle to remember what exactly turned a hen party into a much darker, more dangerous trip into the woods. 
 Ware's building of suspense is magnificent here, especially in the first half of the novel. Unfortunately, amnesia plays a critical plot point near the end, which always tries my patience as a mystery lover. The writing here is so good though, that I'm willing to overlook this. I do hope Ware steers clear of such devices in her next book. The setting and characters build an unbearable, but irresistible paranoia, that makes In A Dark, Dark Wood an ideal mystery, a quick one to flip through then finish.",0.0,0,8259520,210208.68,0.99,1153
1176,The Beach House,Stephen Longstreet,1952,2006,"Caretta Rutledge thought she'd left her Southern roots and troubled family far behind. But an unusual request from her mother coming just as her own life is spinning out of control has Cara heading back to the scenic Lowcountry of her childhood summers. Before long, the rhythms of the island open her heart in wonderful ways as she repairs the family beach house, becomes a bona fide ""turtle lady"" and renews old acquaintances long thought lost. But it is in reconnecting with her mother that she will learn life's most precious lessons true love involves sacrifice, family is forever and the mistakes of the past can be forgiven.",Fiction,Intermediate,1,16,16,7.476190476190476,16,3.888507462686567,33165.68905472637,5.0,This was a great summer beach read. An endearing story about relationships and letting the past go. There were a few times I had to wipe away the tears. Great cast of characters and I loved the beachy flair of the book and turtle facts! Highly recommend!,51.0,1,282638160,3940978.86,3.99,837
504,Shutter Island,Dennis Lehane,2003,2004,"The year is 1954. U.S. Marshal Teddy Daniels and his new -partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple-murderess Rachel Solando is loose somewhere on this barren island, despite having been kept in a locked cell under constant surveillance. As a killer hurricane bears relentlessly down on them, a strange case takes on even darker, more sinister shades--with hints of radical experimentation, horrifying surgeries, and lethal countermoves made in the cause of a covert shadow war. No one is going to escape Shutter Island unscathed, because nothing at Ashecliffe Hospital is remotely what it seems",Fiction,Intermediate,4,12,14,13.0,3,4.078494117647058,99779.14588235294,4.0,"I just love this book, points that I study Psychology too.",0.0,0,2045100,21780315.0,10.65,259
1350,The Surgeon,Tess Gerritsen,2001,2001,"In Boston, there's a killer on the loose. A killer who targets lone women, who breaks into their apartments and performs terrifying ritualistic acts of torture on them before finishing them off. His surgical skills lead police to suspect he is a physician - a physician who, instead of saving lives, takes them.
But as homicide detective Thomas Moore and his partner Jane Rizzoli begin their investigation, they make a startling discovery. Closely linked to these killings is Catherine Cordell, a beautiful medic with a mysterious past. Two years ago she was subjected to a horrifying rape and attempted murder but she shot her attacker dead. Now she is being targeted by the new killer who seems to know all about her past, her work, and where she lives.
The man she believes she killed seems to be stalking her once again, and this time he knows exactly where to find her...",Nonfiction,Excellent,2,13,14,13.5,11,3.963333333333333,18.666666666666668,5.0,"This is a breathtaking Thriller which i highly enjoyed :) 
 It's about a serial killer who targets women and torture them in a horrifying way and then finishs them!! As the investigaton goes on, all the clues seems to link this killer to Dr Catherine Cordell who was a victim of a similar attack!! 
 I loved this book and it was catchy from the first line till the last word!! It's one of the best thrillers i read this year, and this killer is really a disturbed and twisted character!!! 
 From the beginning i kept wondering what Dr Cordell have to do with all this, why she seemed to be the center of the killer's fixation and how was she linked to the other victims! 
 It was really touching to understand a little bit the trauma of agressed women, and i really enjoyed getting inside the surgeon's mind, to seee how really messed up he is, and it's frighting how totally normal he appeared to be!! 
 The characters are good and i liked Rizzolli the best, a tough woman in a man's world!! 
 As the story goes on, i found myself more interesting into the story and as the end got closer i couldn't put the book down! And the end was good, i liked how all the pieces of the puzzle fell one by one on place and how everything made a sense! 
 It's really a great thriller :)",3.0,1,27054,11011.98,10.99,536
815,Firefly Lane,Kristin Hannah,2008,2008,"In the summer of 1974, Kate Mularkey has accepted her place at the bottom of the eighth-grade social food chain. Then, to her amazement, the ""coolest girl in the world"" moves in across the street and wants to be her friend. Tully Hart seems to have it all--beauty, brains, ambition. On the surface they are as opposite as two people can be: Kate, doomed to be forever uncool, with a loving family who mortifies her at every turn; Tully, steeped in glamour and mystery, but with a secret that is destroying her. They make a pact to be best friends forever; by summer's end they've become TullyandKate. Inseparable.
So begins Kristin Hannah's magnificent novel. Spanning more than three decades and playing out across the ever-changing face of the Pacific Northwest, Firefly Laneis the poignant, powerful story of two women and the friendship that becomes the mainstay of their lives.
From the beginning, Tully is desperate to prove her worth to the world. Abandoned by her mother at an early age, she longs to be loved unconditionally. She will follow her own blind ambition to New York and around the globe, finding fame and success...and loneliness.
All Kate really wants is to fall in love and have children and live an ordinary life. In her own quiet way, Kate is as driven as Tully. What she doesn't know is how being a wife and mother will change her...how she'll lose sight of who she once was, and what she once wanted. And how much she'll envy her famous best friend....
For thirty years, Tully and Kate buoy each other through life, weathering the storms of friendship--jealousy, anger, hurt, resentment. They think they've survived it all until a single act of betrayal tears them apart...and puts their courage and friendship to the ultimate test.
Firefly Laneis for anyone who ever drank Boone's Farm apple wine while listening to Abba or Fleetwood Mac. More than a coming-of-age novel, it's the story of a generation of women who were both blessed and cursed by choices. It's about promises and secrets and betrayals. And ultimately, about the one person who really, truly knows you--and knows what has the power to hurt you...and heal you. Firefly Laneis a story you'll never forget...one you'll want to pass on to your best friend.",Fiction,Intermediate,1,13,13,13.0,3,4.04,135.34782608695653,3.0,"A more tear-jerker finale than other Kristin Hannah books I've read. I enjoy Hannah's books, but this one I would rank as my least favorite so far. As a child of the 70s like the characters. I found the pop culture and political references created found memories. I know the author was detailing Kate and Tully's 30+ year friendship, but the plot went on...and on....and on....and...well you get my drift. I admire there ability to remain friends, but I found Tully a pushy self-centered person and Kate to be her doormat friend to always gave into Tully's whims. I could tell by the passion put into the end, that breast cancer is a topic dear to the author. But it seems almost as if she threw it in to close the story abruptly. I will continue to look for Hannah's books but I will look into her topics a bit closer in the future.",0.0,0,14835,74026.65000000001,4.99,171
1523,This Is How You Lose Her,Junot Díaz,2012,2012,"On a beach in the Dominican Republic, a doomed relationship flounders. In the heat of a hospital laundry room in New Jersey, a woman does her lover's washing and thinks about his wife. In Boston, a man buys his love child, his only son, a first baseball bat and glove. At the heart of these stories is the irrepressible, irresistible Yunior, a young hardhead whose longing for love is equaled only by his recklessness--and by the extraordinary women he loves and loses: artistic Alma; the aging Miss Lora; Magdalena, who thinks all Dominican men are cheaters; and the love of his life, whose heartbreak ultimately becomes his own.
In prose that is endlessly energetic, inventive, tender, and funny, the stories in This Is How You Lose Herlay bare the infinite longing and inevitable weakness of the human heart. They remind us that passion always triumphs over experience, and that ""the half-life of love is forever.""",Nonfiction,Intermediate,6,6,15,8.833333333333334,5,3.75,61195.28253706754,2.0,"This is a collection of short stories about Yunior. Yunior is a louse. All the men in his life are serial cheaters from his father to his brother to his best friend. Yes, there is a pitch that this is part of the Dominican Culture -- but frankly I can speak with women friends of mine from France, Spain, Italy, Russia, Germany and England and every single one of them knows this guy or has dated this clown. He screws around on women, and when he is caught and discarded there is great chest thumping and hair tearing and he learns...nothing. 
 Mr. Diaz provides imagery fireworks -- great use of language, flying sentences, created a real louse of a character (Yunior) who keeps you reading because, well it's like watching a bad driver wreck his same car in the same way 5 or six times. 
 My big problem with this book is that is left me unmoved and oddly unfeeling, considering the subject matter. Took me a while to figure it out. 
 There is not one fully drawn women character in any of these stories. In fact, there is one story that took me until page six to figure out it was supposed to be a female character. The women are merely devices to allow Yunior to react to something. Even he, Mr Diaz, on his website talks about his inability to create female characters -- he's male. Had the writer gotten past this, as many male writers do, he coud have opened up the story to a real look at this explosive topic.",216.0,1,229708224,4545798.720000001,5.38,865
225,Sam'S Letters To Jennifer,James Patterson,2004,2004,"Grief-stricken by a recent tragedy, Jennifer returns to the resort village where she grew up to help her beloved grandmother. There, Jennifer will discover new meaning in life and experience not one, but two of the most amazing love stories ever.",Fiction,Excellent,12,1,15,7.5,8,4.15,73314.8322368421,5.0,"Yes. I am a fan of James Patterson. Not because of his crime series. Not because of literary forms. It is because, no matter how hard I try, I am still a matronic reader. I invest tears in a book, especially if it is a story worth crying for. 
 Call this corny or cheesy or plain stupid, I wouldn't care. I cried in coffee shops, in libraries, in quiet rooms, and most especially, in my bedroom where it all lingered. And in this take, we see how special love transcends from one generation to another. 
 Let's see if another bucket of tears will be resulted from this novel... 
 (After 8 hours of reading) 
 I CRIED. Please let me shed a tear as I reflect on the life lesson Sam imparted to Jennifer. :) 
 After months of seeing this review, I cannot put justice to the creation. But I can make you feel the wonder by looking at this picture:",21.0,1,14281920,3168470.4,5.99,636
1668,Native Son,Richard Wright,1940,2005,"Right from the start, Bigger Thomas had been headed for jail. It could have been for assault or petty larceny; by chance, it was for murder and rape. Native Sontells the story of this young black man caught in a downward spiral after he kills a young white woman in a brief moment of panic.
Set in Chicago in the 1930s, Wright's powerful novel is an unsparing reflection on the poverty and feelings of hopelessness experienced by people in inner cities across the country and of what it means to be black in America.",Fiction,Intermediate,11,1,7,3.5454545454545454,4,3.96,58092.79403794038,3.0,It was a very nice read. That's all I can really think of.,0.0,0,18021960,1359277.92,2.99,1033
1100,Cujo,Step hen King,1982,2006,"Outside a peaceful town in central Maine, a monster is waiting. Cujo is a two-hundred-pound Saint Bernard, the best friend Brett Camber has ever had. One day Cujo chases a rabbit into a bolt-hole - a cave inhabited by sick bats. What happens to Cujo, how he becomes a horrifying vortex inexorably drawing in all the people around him makes for one of the most heart-stopping novels Stephen King has written.",Fiction,Intermediate,1,8,15,5.529411764705882,4,3.65,104055.83561643836,3.0,"When a two hundred pound St. Bernard goes rabid, no one is safe! Who will fall to Cujo before the disease he carries finishes him off? 
 I'm just going to come out and say it. Most of this book feels like filler to me. I think King took what was potentially an award winning tale of terror and jammed as much padding into it as he could until it was one of his shorter novels. Basically, it's a fantastic short story wrapped in a soap opera I couldn't give two shits about. 
 That being said, Cujo is a really powerful book in places. While I didn't care about a lot of things on the periphery, the core of it is pretty terrifying and heart-wrenching. No one wants their beloved family pet to turn on them and a rabid dog trapping a woman and her child in a car for DAYS is damn horrifying. As opposed to most of his menaces, Cujo is all too plausible. 
 The writing is good and the ending packs a huge punch. I sure didn't see that coming. It was like being kicked in the balls after you're already lying on the ground after being shot in the heart. 
 While I found that there was a lot of fat on this bone, it was pretty good at the core. Or marrow, in this case. Three hard-earned stars.",91.0,1,58078800,173655612.0,2.99,26
